Attribute,Index,Dirty Value,Cleaned Value
HospitalName,10,empty,helen keller memorial hospital
HospitalName,15,empty,helen keller memorial hospital
HospitalName,30,empty,southeast alabama medical center
HospitalName,31,empty,southeast alabama medical center
HospitalName,40,southeast %alabama medical center,southeast alabama medical center
HospitalName,52,empty,marshall medical center south
HospitalName,53,empty,marshall medical center south
HospitalName,55,marshall med@@ical center s??outh,marshall medical center south
HospitalName,58,marshall m#edical center south,marshall medical center south
HospitalName,64,marshall m??edical ??center south,marshall medical center south
HospitalName,70,eliza co@@ffee memori@@al hospital,eliza coffee memorial hospital
HospitalName,72,eliza coff@@ee memorial hospital,eliza coffee memorial hospital
HospitalName,74,empty,eliza coffee memorial hospital
HospitalName,90,empty,eliza coffee memorial hospital
HospitalName,94,empty,eliza coffee memorial hospital
HospitalName,95,empty,mizell memorial hospital
HospitalName,99,mize%%ll memorial hospital,mizell memorial hospital
HospitalName,102,empty,mizell memorial hospital
HospitalName,118,mizell memorial hosp@@$ital,mizell memorial hospital
HospitalName,124,empty,crenshaw community hospital
HospitalName,128,empty,crenshaw community hospital
HospitalName,137,empty,crenshaw community hospital
HospitalName,139,crenshaw@@ com@@munity hospital,crenshaw community hospital
HospitalName,143,empty,crenshaw community hospital
HospitalName,151,hartsell@@e medical %center,hartselle medical center
HospitalName,154,empty,hartselle medical center
HospitalName,156,empty,hartselle medical center
HospitalName,159,hartselle me#dical center,hartselle medical center
HospitalName,164,$hartselle medical center,hartselle medical center
HospitalName,166,hartselle medical@@ center,hartselle medical center
HospitalName,168,empty,hartselle medical center
HospitalName,177,empty,marshall medical center north
HospitalName,181,marshall medical ce??nter n??orth,marshall medical center north
HospitalName,185,marshall m??edical %center north,marshall medical center north
HospitalName,191,empty,marshall medical center north
HospitalName,198,st @@vincents east,st vincents east
HospitalName,219,st v%incents east,st vincents east
HospitalName,223,dekalb regional medica@@l ce#nter,dekalb regional medical center
HospitalName,230,dekalb regional m??ed#ical center,dekalb regional medical center
HospitalName,231,empty,dekalb regional medical center
HospitalName,234,dekalb# regional medical center,dekalb regional medical center
HospitalName,236,empty,dekalb regional medical center
HospitalName,238,empty,dekalb regional medical center
HospitalName,246,empty,southwest alabama medical center
HospitalName,248,southwest alabam??a medical center,southwest alabama medical center
HospitalName,254,so@@uthwest alabama medical center,southwest alabama medical center
HospitalName,265,s#outhwest alabama medical center,southwest alabama medical center
HospitalName,269,southwest alabama medical cent$er,southwest alabama medical center
HospitalName,270,empty,shelby baptist medical center
HospitalName,273,empty,shelby baptist medical center
HospitalName,292,empty,shelby baptist medical center
HospitalName,295,empty,callahan eye foundation hospital
HospitalName,297,empty,callahan eye foundation hospital
HospitalName,312,@@stringfellow memorial hospital,stringfellow memorial hospital
HospitalName,329,empty,stringfellow memorial hospital
HospitalName,331,stringfe@@llow #memorial hospital,stringfellow memorial hospital
HospitalName,338,empty,flowers hospital
HospitalName,346,flowers hospi#@@tal,flowers hospital
HospitalName,363,empty,northwest medical center
HospitalName,376,empty,northwest medical center
HospitalName,390,empty,univ of south alabama medical center
HospitalName,394,empty,prattville baptist hospital
HospitalName,396,prattville baptist hosp@@ital#,prattville baptist hospital
HospitalName,408,empty,prattville baptist hospital
HospitalName,410,empty,prattville baptist hospital
HospitalName,412,pr%attville baptist $hospital,prattville baptist hospital
HospitalName,419,coosa valley %medical center,coosa valley medical center
HospitalName,422,coo%sa valley medical center,coosa valley medical center
HospitalName,427,empty,coosa valley medical center
HospitalName,433,a#la??ska regional hospital,alaska regional hospital
