Attribute,Index,Clean Value,Dirty Value
id,5,803653,3681414.395817458
id,8,729712,2949254.5967338406
id,33,954388,3744055.079243947
id,48,530323,2193624.9996881387
id,59,548616,1832807.592888766
id,72,826030,3894837.016427699
id,78,172966,739890.26581859
id,90,914468,4607871.902466579
id,97,931323,2891765.7990232017
id,110,255432,1327719.8655632995
id,117,585766,1821357.9323879057
id,139,316632,1492231.373506942
id,143,900624,4527896.944104284
id,149,224232,1292677.9566350677
id,210,979059,3454466.5324977473
id,238,922795,4961684.416386052
id,239,768486,3985321.5561633673
id,254,417373,1959706.489308858
id,261,710727,3694053.079874357
id,262,816996,2516629.3319833823
id,292,743129,2476491.1229249504
id,293,392246,2182965.559587566
id,305,746065,3758888.3594780527
id,326,453637,2629047.8919789125
id,335,524073,2018589.781346072
id,355,896848,4513521.244906457
id,357,232896,1220275.078769632
id,358,798716,2861589.9434767673
id,375,894502,2784732.2410132284
id,377,816944,4512622.639583212
id,399,905100,4622666.805073865
id,403,722451,2622570.078108346
id,413,891722,5019881.706005844
id,442,71263,252184.7476443868
id,445,397190,2347658.0969372187
id,459,850788,5082658.605115791
id,495,36253,122699.24714495604
id,505,850418,4965797.810831596
id,511,915463,3785257.9814593894
id,514,213794,1103701.3003217382
id,548,893227,4586592.170351309
id,576,373015,1784438.3983841792
id,581,494428,1624967.46796065
id,584,423691,1570546.784202851
id,589,862844,4431129.348465227
id,604,636937,3048680.213768036
id,615,145770,849039.9184123323
id,625,231933,1273574.794448508
id,638,786108,3794492.988594855
id,639,233544,1256459.252740324
id,645,14077,45411.09592433004
id,661,20641,63642.723721498645
id,665,541739,2200739.7614286
id,666,558824,2903329.909196217
id,675,619668,3681579.132759147
id,687,293974,1738718.420576019
id,695,605277,3121420.1573859463
id,712,446026,1581461.1976733697
id,713,84941,377264.921550345
id,732,332032,1207031.3523543044
id,733,617801,1948026.54016404
id,734,480030,1810641.0540362
id,744,440684,1881612.4531777117
id,751,166521,608458.3227845228
id,756,788507,3100977.468314269
id,762,570704,2391363.1095975274
id,769,18298,58792.952940271054
id,771,625306,2673427.087352053
id,775,718292,2600337.208753945
id,778,217418,1108176.2806748112
id,794,740811,3533586.280563507
id,800,366275,2098578.655589813
id,812,439302,1713737.2097549294
id,814,133777,789190.2169398557
id,836,153797,839234.8295915317
id,839,294719,1140619.1769153024
id,865,258181,1190446.6471864588
id,866,11709,60479.95666578926
id,867,603381,2704945.279546846
id,869,395807,1255482.2604732902
id,874,121133,717259.0925036297
id,875,82486,477676.1834911961
id,880,622636,3641511.925341949
id,883,861475,3200515.4141201093
id,904,819735,3111384.823916979
id,905,21599,69206.26223748681
id,922,772026,3970603.755187795
id,924,904168,4014522.712985963
id,943,772745,3452069.418525561
id,958,385346,1747124.161719306
id,965,786558,3859177.0239648544
id,972,855970,2766534.569104241
id,978,160121,507460.5569197047
id,980,84783,452636.5641394379
article_title,15,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,Monoaxial versus polyaxi$al locking systems: a biomecha@@nical analysis of different locking systems for the fixation of proximal humeral fractures
article_title,17,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,A randomi??zed controlled trial o$f Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.
article_title,18,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,Multisystemic Therapy for social emotiona$l and behavioral problems in youth aged 10-17
article_title,22,A performance improvement process to tackle tachysystole,A performance improvement process to tackle tach??ysystole
article_title,34,Bone density and body composition in young women with chronic fatigue syndrome.,Bone density and body compositio??n in young women with ch$ronic fatigue syndrome.
article_title,41,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted in@@tensity modulated radiation therapy f$or squamous cell carcinoma of the anal canal
article_title,59,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,Ed@@ucating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series
article_title,76,CABG again outshines stenting for some patients with coronary artery blockage,CABG again outshines stenting for some% patients with coronary artery blockage
article_title,83,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies #Classes Using Family Portraits and Contextual Teaching and Learning
article_title,87,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,Cardioactiv#e steroid poisoning: a co#mparison of plant- and animal-derived compounds.
article_title,125,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,Primary vaginal cancer and chemoradi%otherapy: a patterns-of-care analysis
article_title,131,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected #competencies using clinical and community resources
article_title,140,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a suc%cessful retrieval using mini-snar$e
article_title,147,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/#chronic pelvic pain syndrome: a pilot study
article_title,148,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,The val??ue of routine radiography in patients with knee osteoar%thritis consulting primary health care: a study of agreement
article_title,167,Yoga may help manage binge eating disorder,@@Yoga ma%y help manage binge eating disorder
article_title,168,Meta-analyses of experimental data in animal nutrition.,??Meta-ana$lyses of experimental data in animal nutrition.
article_title,171,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,Insulin detemir lowers% the risk of hypoglycaemia and provides# more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.
article_title,183,Daily step goal of 10000 steps: A literature review.,Daily step goa#l of 10000 steps: A literature review.
article_title,185,Supporting patient adherence to antiretrovirals using mobile phone reminders: patient responses from South India,Supporting pat@@ient adherence to antiretrovirals using mobile phone reminders: patient responses from %South India
article_title,199,The effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.,The effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and me#ta-analysis.
article_title,202,The Impact of Read Right: Semester-Only versus Year-Long Inplementation,The Impact of Read Right: Semester-Only versu@@s Year-Long Inplementat$ion
article_title,203,Muscle - tendon unit mechanical and morphological properties and sprint performance.,Muscle - ten$don unit mechanical and morphological propert@@ies and sprint performance.
article_title,208,Stereotactic radiosurgery for spinal metastases: a literature review. [Review],Stereotactic rad$iosurg#ery for spinal metastases: a literature review. [Review]
article_title,229,Improving Implementation of Classroom Instruction through Teacher-Directed Behavioral Consultation: A Single-Case Demonstration,Improving Implementation of Classroom Instruction through Teacher-Directed Behavioral Consultation: A Single-Case De??monstration
article_title,239,Functionality and feedback: a protocol for a realist synthesis of the collation interpretation and utilisation of PROMs data to improve patient care,Functionality and feedback: a @@protocol for a realist synthesis of the collation interpretation and utilisation of PROMs data to improve patient care
article_title,243,The influence of smoking and impaired glucose homoeostasis on the outcome in patients presenting with an acute coronary syndrome: a cross-sectional study.,The influence of smoking and impaired glucose homoeostasis on th#e outcom??e in patients presenting with an acute coronary syndrome: a cross-sectional study.
article_title,252,Providing access to specialty care for severely disabled institutional residents: an academic health center telemedicine model,Pr??oviding access to specialty care for severely disabled institutional residents: an a%cademic health center telemedicine model
article_title,262,Uses of the electrical skin resistance method in the study of patients with neck and upper extremity pain,Uses of the electrical skin resistance method in the study of patient@@s with neck and upper extremity pain
article_title,268,Dyspareunia and sexual dysfunction following vaginal delivery in thai primiparous women with second degree perineal tear: A prospective cohort study,Dyspareunia and sexual dysfunction following vaginal delivery in thai primiparous women with second degree perineal @@tear: A prospective cohort s%tudy
article_title,270,The effect of a cervical lateral glide on the upper limb neurodynamic test: a blinded placebo-controlled investigation,The effect of a cervical lateral glide on the upper li#mb neurodynamic test: a blinded placebo-controlled inv$estigation
article_title,288,Plant Kunitz proteinase inhibitor attenuates inflammation oxidative stress and remodeling induced by elastase in mice,Plant Kunitz proteinase inhibitor attenuates inflammation oxidati%ve stress and remodeling induced by elastase in mice
article_title,292,Hormonal and dietary characteristics in obese human subjects with and without food addiction.,Hormonal and dietary characteristics in obese human subjects w#ith and without food addiction.
article_title,300,Cultural humility: essential foundation for clinical researchers.,Cu%ltural humility: essential foundation for clinical researchers.
article_title,301,Primary external fixation versus plaster immobilization of the intra-articular unstable distal radial fracture in the elderly,Primary external fixation versus plaster immobilization of the intra$-articular unstable distal radial fracture in the elderly
article_title,311,Feverfew (Tanacetum parthenium L.): A systematic review.,Feverfew (Tanace??tum parthenium L.): A systematic@@ review.
article_title,325,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia,A community-based trachoma survey: Pr??evalence and risk factors in the Tigray region of northern Ethiopia
article_title,360,Specific collaborative group intervention for patients with medically unexplained symptoms in general practice: A cluster randomized controlled trial,Specific collaborative group intervent??ion for patients with medically unexplained symptoms in general practice: A cluster randomized controlled trial
article_title,361,Disruption of the gastroesophageal junction by central obesity and waist belt: role of raised intra-abdominal pressure.,Disruption of the gastroesophageal junction by cent#ral obesity and waist belt: role of raised intra-ab@@dominal pressure.
article_title,369,Surgical treatment of pathologic fractures of humerus,Surgical treatment of pat$hologic fractures of humerus
article_title,372,Fluid resuscitation in sepsis: a systematic review and network meta-analysis.,Fluid resusc$itation in sepsis: a systematic review and network meta-analysis.
article_title,380,Groundbreaking study links physical activity with lower costs in seniors,Groundbreakin@@g study links physical activity with lowe$r costs in seniors
article_title,400,Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.,Identi@@fication of a novel missense (C7W) mutation of SOD1 in a large# familial amyotrophic lateral sclerosis pedigree.
article_title,406,Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793) a novel antimitotic peptide given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the German Cancer Society.,Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793) a novel antimitotic peptide given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the %German Cancer Society.
article_title,408,VY levator lengthening to treat upper eyelid retraction.,VY levator lengt#hening to treat upper eyelid retraction.
article_title,415,Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated interferon-alpha plus ribavirin: A meta-analysis.,Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated $interferon-alpha plus ribavirin: A meta-analysis.
article_title,422,Smoking and oral cancer.,Smoking and oral cancer.@@
article_title,476,The impact of 3D volume of interest definition on accuracy and precision of activity estimation in quantitative SPECT and planar processing methods.,The impact of 3D volume of interest definition on accuracy and precision of activity estimation in ??quantitati??ve SPECT and planar processing methods.
article_title,480,HRQoL after coronary artery bypass grafting and percutaneous coronary intervention for stable angina.,HRQoL af??ter coronary artery bypass grafting ??and percutaneous coronary intervention for stable angina.
article_title,483,Analysis of responses of radiology personnel to a simulated mass casualty incident after the implementation of an automated alarm system in hospital emergency planning.,Analysis of responses of radiology personnel to a simulated mass casualty #incident after the implementation of an automated alarm system in hospit%al emergency planning.
article_title,486,Alkaline phosphatase activity of duodenal enterocytes after neonatal administration of monosodium glutamate to rats.,Alkaline phosphatase acti$vity of duodenal enterocytes after neonatal administration of monosodium glutamate to rats.
article_title,496,Does this patient have obstructive sleep apnea?: The Rational Clinical Examination systematic review.,Does this pa#tient have obstructive sleep apnea?: Th@@e Rational Clinical Examination systematic review.
article_title,511,[Commentary on] Gait changes in children with cerebral palsy following a neuro-developmental treatment course. Adams M Chandler L Shuhmann K PEDIATRIC PHYSICAL THERAPY 2000;12:114-120,[Commentary on] Gait changes in children with cerebral palsy following a neuro-developmental treatment course. Adams $M Chandler L ??Shuhmann K PEDIATRIC PHYSICAL THERAPY 2000;12:114-120
article_title,527,Evaluation of a workshop on evidence-based medicine for social insurance physicians.,Evaluation of a worksh$op on eviden#ce-based medicine for social insurance physicians.
article_title,566,A systematic review of the surgical treatment of large incisional hernia.,A systematic review of the surgical treatment of large i@@ncisiona$l hernia.
article_title,578,Hospitalized heart failure patients with preserved vs. reduced     ejection fraction in Dubai United Arab Emirates: a prospective     study,Hospitalized heart failure patients?? with preserved vs. reduced     ejection fraction in Dubai United Arab Emirates: a prospective     study
article_title,599,Evidence based practice and advanced competencies in a MHS-CLS program,Evidence based practice ??and advanced competencies$ in a MHS-CLS program
article_title,632,Fiscal impact of a potential legislative ban on second trimester elective terminations for prenatally diagnosed abnormalities (Structured abstract),Fiscal impact of a potential legislative ban on second trimester elective terminatio$ns for prenatally diagnosed abnormalities (Structured abstract)
article_title,645,Preferential expression of T-cell receptor V beta-chains in atopic eczema.,Preferential expression of T-cell ??receptor V beta-chains in atopic eczema.
article_title,664,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,Pooled a$nalysis of non-union re-operation infection and approach related complications after anterior odontoid screw fix%ation.
article_title,669,Chronic hypokalemia due to excessive cola consumption: a case report,Chronic hypokalemia due to excessive cola consumption: a case repo$rt
article_title,700,internetQueryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower,internetQue@@ryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower
article_title,709,Delayed costs of suppressed pain.,D#elayed c$osts of suppressed pain.
article_title,722,Probiotics for the treatment of upper and lower respiratory-tract infections in children: systematic review based on randomized clinical trials,Probiotics for the treatme@@nt of upper and lower respiratory-tract infections in children: systematic review based on randomized clinical tria#ls
article_title,725,Review of epidemiology and management of atrial fibrillation in developing countries.,Review of epidemiology and management of atrial fibrillation in developing$ countries.
article_title,726,William H. Taft High School Project HOLA 1985-1986. OEA Evaluation Report.,William H. Taft High Schoo??l Project HOLA 1985-1986. OEA E#valuation Report.
article_title,737,The Diversion of Ultram Ultracet and generic tramadol HCL.,The Diversion of U??ltram Ultracet and generic tramadol HCL.
article_title,759,Understanding depression in palliative and end-of-life care,Understanding depression in palliative and end-of-life care$
article_title,769,Ulcer Healing After Peripheral Intervention.,Ulcer Healing After Perip#heral Intervention.
article_title,777,Neurolymphatische Bahnen: neue wissenschaftliche Nachweise untermauern die Perrin-Technik,Neurolymphatische Bahnen: neue wissenschaftli@@che Nachweise untermauern die Perrin-Technik
article_title,780,Pulpal response to a fluoride-releasing all-in-one resin bonding system.,Pulpal response to a fluoride-releasing all-in-$one resin bonding?? system.
article_title,788,[The use of ethonium paste in the treatment of deep dental caries].,[The @@use of ethonium paste?? in the treatment of deep dental caries].
article_title,805,Bilingual speech: Bilateral control?,Bilingual speech: Bilatera$l control?
article_title,824,The importance and important limitations of ultrasound imaging for evaluating thyroid nodules.,The importance and impor??tant limitations of ultrasound imaging for evaluating thyroid @@nodules.
article_title,828,A randomized controlled trial of the effects of vitamin D on muscle strength and mobility in older women with vitamin D insufficiency.,A r??andomized controlled trial of the ef$fects of vitamin D on muscle strength and mobility in older women with vitamin D insufficiency.
article_title,834,Considerations for the diagnosis and treatment of testosterone deficiency in elderly men.,Co#@@nsiderations for the diagnosis and treatment of testosterone deficiency in elderly men.
article_title,843,Difference in postural control between patients with functional and mechanical ankle instability,Difference in postural control between patients wit@@h functional and mechanical ankle instability
article_title,875,Robotic surgery in gynecology.,Robotic surgery in gyneco??logy.
