Attribute,Index,Dirty Value,Cleaned Value
article_title,134, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
journal_title,16,British Journal of Dermatology. ,British Journal of Dermatology.
journal_title,106,nan,Psycho-oncology
journal_title,134, BMJ 2006 333:939,BMJ 2006 333:939
journal_title,309,nan,Gut
journal_title,551,nan,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
journal_title,575,nan,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
journal_title,619,Publi??c health nursing (Boston Mass#.),Public health nursing (Boston Mass.)
journal_title,657,nan,Nephrology dialysis transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association
journal_title,664,nan,PLoS One
journal_title,853,nan,Circulation
journal_title,868,nan,Cancer chemotherapy and pharmacology
journal_title,889,nan,PLoS One
journal_title,916,nan,Bioelectromagnetics
journal_title,991,nan,Am J Clin Nutr
journal_issn,29,nan,1932-6203
journal_issn,37,nan,1423-0356
journal_issn,105,nan,1@@432-0843
journal_issn,106,nan,1099-1611
journal_issn,178,1930-7381,1930-739X
journal_issn,194,nan,1460-2105
journal_issn,218,1462-8910,1463-1318
journal_issn,366,nan,2314-6141
journal_issn,643,1525-1446,0737-1209
journal_issn,644,1524-4539,22-Sep
journal_issn,654,nan,1524-4628
journal_issn,747,M??ar-6#7,Mar-67
journal_issn,773,nan,1460-2105
journal_issn,858,nan,22-Sep
journal_issn,984,nan,Feb-65
