Attribute,Index,Dirty Value,Clean Value
ProviderNumber,8,41674.14272596284,10018
ProviderNumber,9,53643.5520845766,10019
ProviderNumber,12,32045.58670762159,10019
ProviderNumber,14,41537.10212946082,10019
ProviderNumber,24,38866.446212532275,10001
ProviderNumber,35,53830.88979921277,10001
ProviderNumber,56,57163.57585064886,10005
ProviderNumber,68,55129.33109955245,10005
ProviderNumber,94,36347.12805568138,10006
ProviderNumber,98,35435.55974795708,10007
ProviderNumber,120,39610.55084534756,10008
ProviderNumber,122,45498.761664925645,10008
ProviderNumber,125,44340.31796912679,10008
ProviderNumber,127,38691.40533632364,10008
ProviderNumber,136,54299.77985800011,10008
ProviderNumber,138,31067.18793298916,10008
ProviderNumber,140,34142.745606941746,10008
ProviderNumber,148,58835.971425800075,10009
ProviderNumber,150,57192.70125068663,10009
ProviderNumber,151,34831.51745672105,10009
ProviderNumber,154,53099.38999798421,10009
ProviderNumber,160,52184.66781558329,10009
ProviderNumber,163,53726.5192804282,10009
ProviderNumber,167,59982.45192348527,10009
ProviderNumber,181,33819.72972485132,10010
ProviderNumber,185,49003.65375028435,10010
ProviderNumber,186,45417.82241644476,10010
ProviderNumber,196,55288.79650691088,10011
ProviderNumber,204,58118.612967622044,10011
ProviderNumber,209,54731.808296698626,10011
ProviderNumber,215,38097.54617296856,10011
ProviderNumber,222,48679.24864343098,10012
ProviderNumber,230,45825.23594715188,10012
ProviderNumber,234,36050.24224278646,10012
ProviderNumber,241,47242.08675766891,10012
ProviderNumber,257,52254.94887479811,10015
ProviderNumber,276,36132.54750558481,10016
ProviderNumber,307,36516.87618352299,10018
ProviderNumber,317,49294.70926368426,10038
ProviderNumber,322,31325.969370595383,10038
ProviderNumber,324,49749.00116751336,10038
ProviderNumber,332,46850.63792132227,10055
ProviderNumber,340,49265.609750019736,10055
ProviderNumber,350,50161.99481048319,10056
ProviderNumber,376,38258.8843798506,10086
ProviderNumber,428,38079.59457002265,10164
ProviderNumber,433,105232.56606903212,20017
ProviderNumber,447,100617.928715983,20017
ProviderNumber,452,85182.2307580181,20018
ProviderNumber,470,50040.8792593072,10021
ProviderNumber,503,53542.19012764006,10022
ProviderNumber,505,37455.13924141902,10022
ProviderNumber,507,50298.67719834158,10022
ProviderNumber,516,47341.42148664309,10022
ProviderNumber,550,43943.74361539917,10024
ProviderNumber,559,33065.657064829946,10024
ProviderNumber,574,48201.967295121416,10025
ProviderNumber,580,39286.79826221506,10025
ProviderNumber,593,49646.87655891512,10027
ProviderNumber,602,50383.43696303148,10027
ProviderNumber,605,33036.466584981055,10027
ProviderNumber,628,56863.947341785904,10029
ProviderNumber,642,45294.454137406494,10032
ProviderNumber,653,31811.116509624408,10032
ProviderNumber,660,41282.01293637531,10032
ProviderNumber,664,55525.65774972497,10032
ProviderNumber,679,54444.41107137535,10033
