Attribute,Index,Dirty Value,Clean Value
src,2,empty,airtravelcenter
src,6,empty,flightaware
src,14,empty,gofox
src,19,empty,panynj
src,26,empty,businesstravellogue
src,69,empty,quicktrip
src,70,empty,travelocity
src,83,empty,flightexplorer
src,86,empty,flightview
src,87,empty,flylouisville
src,88,empty,flytecomm
src,93,empty,orbitz
src,98,empty,world-flight-tracker
src,100,empty,aa
src,108,empty,flightstats
src,113,empty,foxbusiness
src,120,empty,panynj
src,130,empty,businesstravellogue
src,131,empty,flightexplorer
src,137,empty,foxbusiness
src,139,empty,helloflight
src,140,empty,myrateplan
src,160,empty,foxbusiness
src,161,empty,gofox
src,163,empty,myrateplan
src,168,empty,travelocity
src,169,empty,usatoday
src,172,empty,airtravelcenter
src,177,empty,flightaware
src,185,empty,foxbusiness
src,197,empty,world-flight-tracker
src,201,empty,allegiantair
src,205,empty,flightaware
src,206,empty,flightexplorer
src,214,empty,helloflight
src,226,empty,airtravelcenter
src,227,empty,allegiantair
src,235,empty,flylouisville
src,239,empty,helloflight
src,243,empty,orbitz
src,255,empty,boston
src,265,empty,myrateplan
src,268,empty,travelocity
src,269,empty,usatoday
src,270,empty,weather
src,273,empty,allegiantair
src,280,empty,flylouisville
src,290,empty,panynj
src,319,empty,world-flight-tracker
src,326,empty,flightarrival
src,328,empty,flightexplorer
src,331,empty,flightview
src,337,empty,ifly
src,343,empty,quicktrip
src,352,empty,boston
src,357,empty,flights
src,367,empty,panynj
src,369,empty,travelocity
src,373,empty,aa
src,383,empty,flightview
src,390,empty,orbitz
src,393,empty,quicktrip
src,396,empty,weather
src,398,empty,wunderground
src,411,empty,flightwise
src,414,empty,foxbusiness
src,418,empty,mytripandmore
src,423,empty,weather
src,429,empty,boston
src,430,empty,businesstravellogue
src,434,empty,flightstats
src,444,empty,mytripandmore
src,451,empty,wunderground
src,473,empty,travelocity
src,500,empty,world-flight-tracker
src,511,empty,flightstats
src,521,empty,panynj
src,522,empty,quicktrip
src,523,empty,travelocity
src,529,empty,allegiantair
src,547,empty,quicktrip
src,556,empty,flightarrival
src,564,empty,foxbusiness
src,577,empty,wunderground
src,582,empty,businesstravellogue
src,583,empty,flightaware
src,599,empty,travelocity
src,602,empty,world-flight-tracker
src,606,empty,allegiantair
src,607,empty,boston
src,611,empty,flights
src,621,empty,myrateplan
src,639,empty,flights
src,641,empty,flightview
src,645,empty,gofox
src,652,empty,phl
src,666,empty,flightexplorer
src,667,empty,flights
src,671,empty,flylouisville
src,680,empty,quicktrip
src,683,empty,weather
src,693,empty,flightexplorer
src,695,empty,flightstats
src,696,empty,flightview
src,717,empty,flightaware
src,753,empty,foxbusiness
src,754,empty,gofox
src,758,empty,ord
src,760,empty,quicktrip
src,768,empty,allegiantair
src,770,empty,businesstravellogue
src,786,empty,panynj
src,790,empty,world-flight-tracker
src,795,empty,boston
src,796,empty,businesstravellogue
src,810,empty,panynj
src,822,empty,flightaware
src,828,empty,flytecomm
src,833,empty,myrateplan
src,838,empty,travelocity
src,843,empty,aa
src,844,empty,airtravelcenter
src,845,empty,allegiantair
src,858,empty,mytripandmore
src,861,empty,panynj
src,868,empty,boston
src,871,empty,flightaware
src,886,empty,travelocity
src,890,empty,aa
src,906,empty,myrateplan
src,907,empty,mytripandmore
src,928,empty,flylouisville
src,930,empty,foxbusiness
src,937,empty,panynj
