Attribute,Index,Clean Value,Dirty Value
src,2,airtravelcenter,empty
src,6,flightaware,empty
src,14,gofox,empty
src,19,panynj,empty
src,26,businesstravellogue,empty
src,69,quicktrip,empty
src,70,travelocity,empty
src,83,flightexplorer,empty
src,86,flightview,empty
src,87,flylouisville,empty
src,88,flytecomm,empty
src,93,orbitz,empty
src,98,world-flight-tracker,empty
src,100,aa,empty
src,108,flightstats,empty
src,113,foxbusiness,empty
src,120,panynj,empty
src,130,businesstravellogue,empty
src,131,flightexplorer,empty
src,137,foxbusiness,empty
src,139,helloflight,empty
src,140,myrateplan,empty
src,160,foxbusiness,empty
src,161,gofox,empty
src,163,myrateplan,empty
src,168,travelocity,empty
src,169,usatoday,empty
src,172,airtravelcenter,empty
src,177,flightaware,empty
src,185,foxbusiness,empty
src,197,world-flight-tracker,empty
src,201,allegiantair,empty
src,205,flightaware,empty
src,206,flightexplorer,empty
src,214,helloflight,empty
src,226,airtravelcenter,empty
src,227,allegiantair,empty
src,235,flylouisville,empty
src,239,helloflight,empty
src,243,orbitz,empty
src,255,boston,empty
src,265,myrateplan,empty
src,268,travelocity,empty
src,269,usatoday,empty
src,270,weather,empty
src,273,allegiantair,empty
src,280,flylouisville,empty
src,290,panynj,empty
src,319,world-flight-tracker,empty
src,326,flightarrival,empty
src,328,flightexplorer,empty
src,331,flightview,empty
src,337,ifly,empty
src,343,quicktrip,empty
src,352,boston,empty
src,357,flights,empty
src,367,panynj,empty
src,369,travelocity,empty
src,373,aa,empty
src,383,flightview,empty
src,390,orbitz,empty
src,393,quicktrip,empty
src,396,weather,empty
src,398,wunderground,empty
src,411,flightwise,empty
src,414,foxbusiness,empty
src,418,mytripandmore,empty
src,423,weather,empty
src,429,boston,empty
src,430,businesstravellogue,empty
src,434,flightstats,empty
src,444,mytripandmore,empty
src,451,wunderground,empty
src,473,travelocity,empty
src,500,world-flight-tracker,empty
src,511,flightstats,empty
src,521,panynj,empty
src,522,quicktrip,empty
src,523,travelocity,empty
src,529,allegiantair,empty
src,547,quicktrip,empty
src,556,flightarrival,empty
src,564,foxbusiness,empty
src,577,wunderground,empty
src,582,businesstravellogue,empty
src,583,flightaware,empty
src,599,travelocity,empty
src,602,world-flight-tracker,empty
src,606,allegiantair,empty
src,607,boston,empty
src,611,flights,empty
src,621,myrateplan,empty
src,639,flights,empty
src,641,flightview,empty
src,645,gofox,empty
src,652,phl,empty
src,666,flightexplorer,empty
src,667,flights,empty
src,671,flylouisville,empty
src,680,quicktrip,empty
src,683,weather,empty
src,693,flightexplorer,empty
src,695,flightstats,empty
src,696,flightview,empty
src,717,flightaware,empty
src,753,foxbusiness,empty
src,754,gofox,empty
src,758,ord,empty
src,760,quicktrip,empty
src,768,allegiantair,empty
src,770,businesstravellogue,empty
src,786,panynj,empty
src,790,world-flight-tracker,empty
src,795,boston,empty
src,796,businesstravellogue,empty
src,810,panynj,empty
src,822,flightaware,empty
src,828,flytecomm,empty
src,833,myrateplan,empty
src,838,travelocity,empty
src,843,aa,empty
src,844,airtravelcenter,empty
src,845,allegiantair,empty
src,858,mytripandmore,empty
src,861,panynj,empty
src,868,boston,empty
src,871,flightaware,empty
src,886,travelocity,empty
src,890,aa,empty
src,906,myrateplan,empty
src,907,mytripandmore,empty
src,928,flylouisville,empty
src,930,foxbusiness,empty
src,937,panynj,empty
src,940,usatoday,empty
src,941,weather,empty
src,945,airtravelcenter,empty
src,959,helloflight,empty
src,963,orbitz,empty
src,978,flights,empty
src,1001,flights,empty
src,1013,panynj,empty
src,1025,flights,empty
src,1026,flightstats,empty
src,1050,flightexplorer,empty
src,1051,flights,empty
src,1052,flightstats,empty
src,1053,flightview,empty
src,1054,flylouisville,empty
src,1057,gofox,empty
src,1059,mia,empty
src,1062,orbitz,empty
src,1063,panynj,empty
src,1076,flightaware,empty
src,1080,flightview,empty
src,1091,travelocity,empty
src,1107,foxbusiness,empty
src,1130,flightwise,empty
src,1141,quicktrip,empty
src,1145,weather,empty
src,1159,flylouisville,empty
src,1160,flytecomm,empty
src,1161,foxbusiness,empty
src,1184,flightwise,empty
src,1188,gofox,empty
src,1190,myrateplan,empty
src,1193,ord,empty
src,1201,airtravelcenter,empty
src,1205,flightaware,empty
src,1215,mytripandmore,empty
src,1221,wunderground,empty
src,1225,boston,empty
src,1230,flights,empty
src,1236,foxbusiness,empty
src,1255,flightarrival,empty
src,1262,flytecomm,empty
src,1276,CO,empty
src,1280,businesstravellogue,empty
src,1281,den,empty
src,1292,myrateplan,empty
src,1294,orbitz,empty
src,1299,airtravelcenter,empty
src,1309,foxbusiness,empty
src,1312,myrateplan,empty
src,1313,orbitz,empty
src,1317,weather,empty
src,1322,businesstravellogue,empty
src,1334,mytripandmore,empty
src,1346,flightexplorer,empty
src,1368,boston,empty
src,1376,gofox,empty
src,1378,ifly,empty
src,1384,travelocity,empty
src,1390,boston,empty
src,1397,flylouisville,empty
src,1429,usatoday,empty
src,1432,airtravelcenter,empty
src,1435,businesstravellogue,empty
src,1441,flytecomm,empty
src,1448,panynj,empty
src,1451,weather,empty
src,1459,flights,empty
src,1461,flightview,empty
src,1471,panynj,empty
src,1480,flightaware,empty
src,1491,myrateplan,empty
src,1494,quicktrip,empty
src,1503,boston,empty
src,1510,flytecomm,empty
src,1517,quicktrip,empty
src,1519,weather,empty
src,1521,wunderground,empty
src,1535,gofox,empty
src,1543,CO,empty
src,1548,flightarrival,empty
src,1549,flightaware,empty
src,1560,orbitz,empty
src,1574,flylouisville,empty
src,1580,mytripandmore,empty
src,1583,quicktrip,empty
src,1591,flightarrival,empty
src,1600,helloflight,empty
src,1601,myrateplan,empty
src,1602,orbitz,empty
src,1625,weather,empty
src,1631,flightarrival,empty
src,1636,flytecomm,empty
src,1638,gofox,empty
src,1649,allegiantair,empty
src,1654,flightstats,empty
src,1656,flightwise,empty
src,1658,flytecomm,empty
src,1665,quicktrip,empty
src,1669,airtravelcenter,empty
src,1671,boston,empty
src,1678,foxbusiness,empty
src,1685,quicktrip,empty
src,1687,weather,empty
src,1689,allegiantair,empty
src,1695,flylouisville,empty
src,1696,flytecomm,empty
src,1697,foxbusiness,empty
src,1698,gofox,empty
src,1717,helloflight,empty
src,1723,travelocity,empty
src,1726,airtravelcenter,empty
src,1728,boston,empty
src,1736,flylouisville,empty
src,1738,foxbusiness,empty
src,1742,myrateplan,empty
src,1748,ua,empty
src,1754,allegiantair,empty
src,1755,boston,empty
src,1756,businesstravellogue,empty
src,1761,flylouisville,empty
src,1764,gofox,empty
src,1766,myrateplan,empty
src,1768,ord,empty
src,1770,quicktrip,empty
src,1771,ua,empty
src,1785,helloflight,empty
src,1791,travelocity,empty
src,1798,flightarrival,empty
src,1800,flightexplorer,empty
src,1821,airtravelcenter,empty
src,1822,allegiantair,empty
src,1827,flightstats,empty
src,1832,gofox,empty
src,1835,orbitz,empty
src,1841,weather,empty
src,1845,businesstravellogue,empty
src,1861,weather,empty
src,1862,airtravelcenter,empty
src,1866,flightaware,empty
src,1867,flights,empty
src,1879,quicktrip,empty
src,1885,airtravelcenter,empty
src,1887,boston,empty
src,1892,flylouisville,empty
src,1907,allegiantair,empty
src,1911,flightaware,empty
src,1923,panynj,empty
src,1925,travelocity,empty
src,1932,boston,empty
src,1939,flytecomm,empty
src,1943,myrateplan,empty
src,1951,weather,empty
src,1954,airtravelcenter,empty
src,1958,flightaware,empty
src,1961,flightview,empty
src,1962,flightwise,empty
src,1967,helloflight,empty
src,1973,travelocity,empty
src,1974,ua,empty
src,1977,world-flight-tracker,empty
src,1992,ifly,empty
src,1997,travelocity,empty
src,2022,ua,empty
src,2043,usatoday,empty
src,2058,mytripandmore,empty
src,2059,orbitz,empty
src,2069,flightarrival,empty
src,2072,flights,empty
src,2073,flightstats,empty
src,2084,ua,empty
src,2089,businesstravellogue,empty
src,2095,flightview,empty
src,2100,helloflight,empty
src,2102,myrateplan,empty
src,2111,allegiantair,empty
src,2116,flightexplorer,empty
src,2121,flylouisville,empty
src,2122,flytecomm,empty
src,2123,foxbusiness,empty
src,2128,mytripandmore,empty
src,2130,panynj,empty
src,2132,travelocity,empty
src,2135,weather,empty
src,2142,flights,empty
src,2145,flylouisville,empty
src,2157,weather,empty
src,2166,flightstats,empty
src,2170,foxbusiness,empty
src,2184,boston,empty
src,2194,myrateplan,empty
src,2195,mytripandmore,empty
src,2207,flylouisville,empty
src,2209,foxbusiness,empty
src,2217,travelocity,empty
src,2231,gofox,empty
src,2239,usatoday,empty
src,2248,flights,empty
src,2258,myrateplan,empty
src,2263,quicktrip,empty
src,2268,world-flight-tracker,empty
src,2291,ua,empty
src,2292,usatoday,empty
src,2296,boston,empty
src,2298,flights,empty
src,2299,flightstats,empty
src,2316,allegiantair,empty
src,2318,businesstravellogue,empty
src,2319,flightarrival,empty
src,2329,orbitz,empty
src,2336,airtravelcenter,empty
src,2339,businesstravellogue,empty
src,2349,orbitz,empty
src,2356,boston,empty
