Attribute,Index,Dirty Value,Cleaned Value
sched_dep_time,14,empty,4:55 p.m.
sched_dep_time,17,empty,4:55 p.m.
sched_dep_time,32,empty,6:59 a.m.
sched_dep_time,34,empty,6:59 a.m.
sched_dep_time,43,empty,6:59 a.m.
sched_dep_time,47,empty,8:00 p.m.
sched_dep_time,48,empty,8:00 p.m.
sched_dep_time,51,empty,8:00 p.m.
sched_dep_time,52,empty,8:00 p.m.
sched_dep_time,54,empty,8:00 p.m.
sched_dep_time,57,empty,8:00 p.m.
sched_dep_time,69,empty,8:00 p.m.
sched_dep_time,80,empty,1:00 p.m.
sched_dep_time,86,empty,1:00 p.m.
sched_dep_time,98,empty,1:00 p.m.
sched_dep_time,99,empty,1:00 p.m.
sched_dep_time,105,empty,7:15 a.m.
sched_dep_time,108,empty,7:15 a.m.
sched_dep_time,111,empty,7:15 a.m.
sched_dep_time,116,empty,7:15 a.m.
sched_dep_time,132,empty,11:55 p.m.
sched_dep_time,134,empty,11:55 p.m.
sched_dep_time,137,empty,11:55 p.m.
sched_dep_time,138,empty,11:55 p.m.
sched_dep_time,168,empty,11:25 a.m.
sched_dep_time,170,empty,11:25 a.m.
sched_dep_time,174,empty,6:30 p.m.
sched_dep_time,182,empty,6:30 p.m.
sched_dep_time,184,empty,6:30 p.m.
sched_dep_time,189,empty,6:30 p.m.
sched_dep_time,202,empty,10:15 a.m.
sched_dep_time,203,empty,10:15 a.m.
sched_dep_time,206,empty,10:15 a.m.
sched_dep_time,222,empty,10:15 a.m.
sched_dep_time,235,empty,7:45 p.m.
sched_dep_time,255,empty,10:45 a.m.
sched_dep_time,258,empty,10:45 a.m.
sched_dep_time,259,empty,10:45 a.m.
sched_dep_time,267,empty,10:45 a.m.
sched_dep_time,272,empty,2:55 p.m.
sched_dep_time,275,empty,2:55 p.m.
sched_dep_time,283,empty,2:55 p.m.
sched_dep_time,286,empty,2:55 p.m.
sched_dep_time,294,empty,2:55 p.m.
sched_dep_time,301,empty,11:25 p.m.
sched_dep_time,304,empty,11:25 p.m.
sched_dep_time,313,empty,11:25 p.m.
sched_dep_time,315,empty,11:25 p.m.
sched_dep_time,316,empty,11:25 p.m.
sched_dep_time,323,empty,10:40 a.m.
sched_dep_time,325,empty,10:40 a.m.
sched_dep_time,328,empty,10:40 a.m.
sched_dep_time,333,empty,10:40 a.m.
sched_dep_time,335,empty,10:40 a.m.
sched_dep_time,348,empty,10:40 a.m.
sched_dep_time,367,empty,7:10 a.m.
sched_dep_time,375,empty,7:15 a.m.
sched_dep_time,379,empty,7:15 a.m.
sched_dep_time,389,empty,7:15 a.m.
sched_dep_time,403,empty,8:25 p.m.
sched_dep_time,421,empty,8:25 p.m.
sched_dep_time,436,empty,7:25 a.m.
sched_dep_time,437,empty,7:25 a.m.
sched_dep_time,439,empty,7:25 a.m.
sched_dep_time,461,empty,11:35 a.m.
sched_dep_time,468,empty,11:35 a.m.
sched_dep_time,479,empty,7:55 a.m.
sched_dep_time,480,empty,7:55 a.m.
sched_dep_time,490,empty,7:55 a.m.
sched_dep_time,499,empty,7:55 a.m.
sched_dep_time,505,empty,12:00 p.m.
sched_dep_time,508,empty,12:00 p.m.
sched_dep_time,526,empty,12:00 p.m.
sched_dep_time,537,empty,8:20 p.m.
sched_dep_time,547,empty,8:20 p.m.
sched_dep_time,552,empty,7:00 a.m.
sched_dep_time,560,empty,7:00 a.m.
sched_dep_time,575,empty,7:00 a.m.
sched_dep_time,579,empty,12:15 p.m.
sched_dep_time,581,empty,12:15 p.m.
sched_dep_time,593,empty,12:15 p.m.
sched_dep_time,610,empty,4:00 p.m.
sched_dep_time,629,empty,4:00 p.m.
sched_dep_time,664,empty,6:00 a.m.
sched_dep_time,695,empty,9:00 p.m.
sched_dep_time,698,empty,9:00 p.m.
sched_dep_time,710,empty,9:00 p.m.
sched_dep_time,717,empty,6:00 a.m.
sched_dep_time,722,empty,6:00 a.m.
sched_dep_time,731,empty,6:00 a.m.
sched_dep_time,740,empty,7:10 a.m.
sched_dep_time,744,empty,7:10 a.m.
sched_dep_time,746,empty,7:10 a.m.
sched_dep_time,751,empty,7:10 a.m.
sched_dep_time,766,empty,7:30 a.m.
sched_dep_time,771,empty,7:30 a.m.
sched_dep_time,775,empty,7:30 a.m.
sched_dep_time,789,empty,7:30 a.m.
sched_dep_time,794,empty,10:40 a.m.
sched_dep_time,801,empty,10:40 a.m.
sched_dep_time,834,empty,6:45 a.m.
sched_dep_time,841,empty,6:45 a.m.
sched_dep_time,846,empty,8:35 a.m.
sched_dep_time,893,empty,12:10 p.m.
sched_dep_time,895,empty,12:10 p.m.
sched_dep_time,896,empty,12:10 p.m.
sched_dep_time,912,empty,12:10 p.m.
sched_dep_time,916,empty,6:45 p.m.
sched_dep_time,919,empty,6:45 p.m.
sched_dep_time,923,empty,6:45 p.m.
sched_dep_time,926,empty,6:45 p.m.
sched_dep_time,935,empty,6:45 p.m.
sched_dep_time,961,empty,8:35 a.m.
sched_dep_time,963,empty,8:35 a.m.
sched_dep_time,967,empty,8:35 a.m.
sched_dep_time,971,empty,3:35 p.m.
sched_dep_time,972,empty,3:35 p.m.
sched_dep_time,984,empty,3:35 p.m.
sched_dep_time,1007,empty,11:45 a.m.
sched_dep_time,1013,empty,11:45 a.m.
sched_dep_time,1016,empty,11:45 a.m.
sched_dep_time,1034,empty,11:50 a.m.
sched_dep_time,1038,empty,11:50 a.m.
sched_dep_time,1056,empty,6:00 a.m.
sched_dep_time,1067,empty,6:00 a.m.
sched_dep_time,1075,empty,4:15 p.m.
sched_dep_time,1080,empty,4:15 p.m.
sched_dep_time,1086,empty,4:15 p.m.
sched_dep_time,1093,empty,4:15 p.m.
sched_dep_time,1095,empty,4:15 p.m.
