Attribute,Index,Dirty Value,Clean Value
ProviderNumber,1,empty,10018
ProviderNumber,10,empty,10019
ProviderNumber,26,empty,10001
ProviderNumber,29,empty,10001
ProviderNumber,37,55645.20917603526,10001
ProviderNumber,40,empty,10001
ProviderNumber,43,empty,10001
ProviderNumber,50,52968.93019709432,10005
ProviderNumber,75,empty,10006
ProviderNumber,96,52694.74922166278,10007
ProviderNumber,108,empty,10007
ProviderNumber,111,empty,10007
ProviderNumber,113,50336.77198459608,10007
ProviderNumber,122,empty,10008
ProviderNumber,128,53910.09782277108,10008
ProviderNumber,130,43575.5131280609,10008
ProviderNumber,149,47745.47182813423,10009
ProviderNumber,153,44291.82503579599,10009
ProviderNumber,165,56259.56586665733,10009
ProviderNumber,170,51263.552012177366,10010
ProviderNumber,173,empty,10010
ProviderNumber,203,empty,10011
ProviderNumber,217,59702.977679511205,10011
ProviderNumber,226,46254.17388036202,10012
ProviderNumber,232,38528.55560938814,10012
ProviderNumber,235,empty,10012
ProviderNumber,240,empty,10012
ProviderNumber,247,empty,10015
ProviderNumber,253,empty,10015
ProviderNumber,269,empty,10015
ProviderNumber,271,45898.35607567065,10016
ProviderNumber,280,empty,10016
ProviderNumber,287,empty,10016
ProviderNumber,291,31940.999915217653,10016
ProviderNumber,295,34409.0740444849,10018
ProviderNumber,308,empty,10018
ProviderNumber,312,empty,10038
ProviderNumber,313,empty,10038
ProviderNumber,319,33603.004893143785,10038
ProviderNumber,328,35965.046222400815,10038
ProviderNumber,334,empty,10055
ProviderNumber,335,empty,10055
ProviderNumber,338,30196.382846017117,10055
ProviderNumber,339,empty,10055
ProviderNumber,346,empty,10055
ProviderNumber,350,empty,10056
ProviderNumber,367,empty,10086
ProviderNumber,377,38098.889570373045,10086
ProviderNumber,394,empty,10108
ProviderNumber,398,empty,10108
ProviderNumber,420,empty,10164
ProviderNumber,430,empty,10164
ProviderNumber,435,empty,20017
ProviderNumber,436,empty,20017
ProviderNumber,443,empty,20017
ProviderNumber,446,empty,20017
ProviderNumber,456,39954.5838824761,10019
ProviderNumber,478,empty,10021
ProviderNumber,501,empty,10022
ProviderNumber,505,empty,10022
ProviderNumber,508,43184.15384744294,10022
ProviderNumber,513,empty,10022
ProviderNumber,516,51643.257413657855,10022
ProviderNumber,519,empty,10023
ProviderNumber,523,36241.71538926557,10023
ProviderNumber,546,33566.86680494814,10024
ProviderNumber,549,empty,10024
ProviderNumber,554,52389.50565118684,10024
ProviderNumber,559,empty,10024
ProviderNumber,583,empty,10025
ProviderNumber,624,empty,10029
ProviderNumber,625,empty,10029
ProviderNumber,626,empty,10029
ProviderNumber,627,empty,10029
ProviderNumber,631,empty,10029
ProviderNumber,636,empty,10029
ProviderNumber,637,empty,10029
ProviderNumber,639,empty,10029
ProviderNumber,643,empty,10032
ProviderNumber,665,38873.11312394689,10032
ProviderNumber,666,empty,10032
ProviderNumber,670,empty,10033
ProviderNumber,675,empty,10033
ProviderNumber,677,empty,10033
ProviderNumber,682,empty,10033
ProviderNumber,688,empty,10033
ProviderNumber,690,empty,10033
ProviderNumber,694,empty,10034
ProviderNumber,698,empty,10034
ProviderNumber,699,empty,10034
ProviderNumber,701,empty,10034
ProviderNumber,706,empty,10034
ProviderNumber,719,empty,10035
ProviderNumber,725,empty,10035
ProviderNumber,736,empty,10035
ProviderNumber,744,32109.877190626372,10036
ProviderNumber,752,empty,10036
ProviderNumber,755,empty,10036
ProviderNumber,762,empty,10036
ProviderNumber,766,empty,10036
ProviderNumber,769,empty,10038
ProviderNumber,776,empty,10039
ProviderNumber,778,empty,10039
ProviderNumber,781,empty,10039
ProviderNumber,793,58628.25391117331,10039
ProviderNumber,794,empty,10039
ProviderNumber,797,empty,10039
ProviderNumber,800,46090.216391099915,10039
ProviderNumber,802,57044.79042478088,10039
ProviderNumber,804,empty,10040
ProviderNumber,806,empty,10040
ProviderNumber,810,40350.81408542564,10040
ProviderNumber,818,empty,10040
ProviderNumber,823,empty,10040
ProviderNumber,837,empty,10043
ProviderNumber,850,56888.35251344517,10043
ProviderNumber,853,empty,10044
ProviderNumber,856,35274.25821505056,10044
ProviderNumber,859,30684.17044133728,10044
ProviderNumber,870,empty,10044
ProviderNumber,877,empty,10044
ProviderNumber,878,47130.137688313895,10045
ProviderNumber,884,empty,10045
ProviderNumber,887,empty,10045
ProviderNumber,890,empty,10045
ProviderNumber,894,34875.3709295144,10045
ProviderNumber,895,59747.38666555881,10045
ProviderNumber,910,empty,10046
ProviderNumber,912,56012.38426589487,10046
ProviderNumber,922,56584.85079914914,10046
ProviderNumber,923,37941.866187746135,10046
ProviderNumber,924,empty,10046
ProviderNumber,925,empty,10046
ProviderNumber,928,39248.92483109016,10046
ProviderNumber,932,53648.97459444,10047
ProviderNumber,936,empty,10047
ProviderNumber,937,empty,10047
ProviderNumber,944,empty,10047
ProviderNumber,954,empty,10047
ProviderNumber,961,empty,10049
ProviderNumber,964,empty,10049
ProviderNumber,978,45523.82651357549,10049
ProviderNumber,982,empty,10050
ProviderNumber,991,empty,10050
HospitalName,26,southeast alabama medical $center#,southeast alabama medical center
HospitalName,170,empty,marshall medical center north
HospitalName,338,empty,flowers hospital
HospitalName,436,empty,alaska regional hospital
HospitalName,549,empty,jackson hospital & clinic inc
HospitalName,665,empty,wedowee hospital
HospitalName,690,empty,university of alabama hospital
HospitalName,736,empty,cullman regional medical center
HospitalName,776,empty,huntsville hospital
HospitalName,793,empty,huntsville hospital
HospitalName,856,empty,marion regional medical center
HospitalName,877,marion regio%nal medical center,marion regional medical center
HospitalName,890,fayette medical@@ center,fayette medical center
HospitalName,922,empty,riverview regional medical center
HospitalName,923,empty,riverview regional medical center
Address1,170,empty,8000 alabama highway 69
Address1,338,empty,4370 west main street
Address1,436,empty,2801 debarr road
Address2,49,e%m??pty,empty
Address2,91,em??p#ty,empty
Address2,119,emp$ty,empty
Address2,162,empt@@??y,empty
Address2,165,empt%y,empty
Address2,177,empt@@y,empty
Address2,238,emp$ty,empty
Address2,242,??empty%,empty
Address2,277,empt??y$,empty
Address2,314,empt@@y%,empty
Address2,320,empty??#,empty
Address2,323,e#mpty$,empty
Address2,329,empt%y,empty
Address2,346,em%pty@@,empty
Address2,386,@@@@empty,empty
Address2,402,em%pty,empty
Address2,455,em??pt#y,empty
Address2,473,empty@@,empty
Address2,483,e$m@@pty,empty
Address2,484,empt$y,empty
Address2,506,%em%pty,empty
Address2,530,empty$,empty
Address2,538,empty@@,empty
Address2,603,empty??,empty
Address2,638,@@empt@@y,empty
Address2,645,em%pt#y,empty
Address2,650,empt#y,empty
Address2,657,empt%@@y,empty
Address2,682,empt??%y,empty
Address2,689,empty$,empty
Address2,707,emp@#@ty,empty
Address2,731,empt@@%y,empty
Address2,738,em%pty,empty
Address2,797,emp#ty,empty
Address2,828,e%mp??ty,empty
Address2,846,@@empty,empty
Address2,867,e$mpty,empty
Address2,892,??em#pty,empty
Address2,923,$empt$y,empty
Address3,5,@@e@@mpty,empty
Address3,8,e@@mp$ty,empty
Address3,17,@@empty??,empty
Address3,33,em??pty,empty
Address3,44,empt@@y,empty
Address3,84,$empty,empty
Address3,105,@@e??mpty,empty
Address3,122,emp@@??ty,empty
Address3,141,empt@@y,empty
Address3,151,emp@@$ty,empty
Address3,155,e??mpt#y,empty
Address3,166,emp#t%y,empty
Address3,169,e#@@mpty,empty
Address3,173,e$mpt%y,empty
Address3,193,$empty,empty
Address3,196,empty#,empty
Address3,203,empt$y$,empty
Address3,225,em@@p$ty,empty
Address3,246,emp??ty,empty
Address3,247,@@empt%y,empty
Address3,255,emp@$@ty,empty
Address3,265,??empty,empty
Address3,267,emp@@ty,empty
Address3,271,#emp$ty,empty
Address3,280,emp$ty,empty
Address3,289,e$mp@@ty,empty
Address3,339,%em#pty,empty
Address3,369,em$pty,empty
Address3,413,e@@mpt%y,empty
Address3,439,%empty#,empty
Address3,444,empt#y??,empty
Address3,446,e$mpty,empty
Address3,462,#empty,empty
Address3,525,#empty,empty
Address3,526,em@@pt??y,empty
Address3,533,e#m%pty,empty
Address3,541,emp#ty$,empty
Address3,552,#empt$y,empty
Address3,596,em$pty,empty
Address3,601,empt?@@?y,empty
Address3,606,em##pty,empty
Address3,624,empt??#y,empty
Address3,625,e??mpty,empty
Address3,646,empty@@,empty
Address3,660,emp??ty,empty
Address3,719,emp??ty,empty
Address3,722,em%pty@@,empty
Address3,737,empt#y%,empty
Address3,739,e@@m??pty,empty
Address3,744,$$empty,empty
Address3,756,em??pt??y,empty
Address3,771,em$pty@@,empty
Address3,828,em$p#ty,empty
Address3,832,emp@@@@ty,empty
Address3,845,e$mp$ty,empty
Address3,848,emp%ty,empty
Address3,850,empt@@y??,empty
Address3,851,@@emp#ty,empty
Address3,883,emp??ty@@,empty
Address3,902,e$mpty,empty
Address3,918,%empty??,empty
Address3,952,e#m$pty,empty
Address3,969,e#mpty,empty
City,338,??dotha??n,dothan
City,690,birmingha??m,birmingham
State,338,a%$l,al
State,856,al@@$,al
ZipCode,665,empty,36278
ZipCode,736,142969.27039221497,35058
ZipCode,890,empty,35555
PhoneNumber,436,empty,9072761131
PhoneNumber,451,empty,9075436300
PhoneNumber,452,empty,9075436300
PhoneNumber,793,empty,2562651000
PhoneNumber,856,empty,2059216200
PhoneNumber,923,7861837875.52684,2565435200
