Attribute,Index,Clean Value,Cleaned Value
ProviderNumber,1,10018,32190.65994498756
ProviderNumber,5,10018,36914.75719828859
ProviderNumber,9,10019,44535.192972509576
ProviderNumber,11,10019,empty
ProviderNumber,13,10019,empty
ProviderNumber,16,10019,empty
ProviderNumber,20,10001,empty
ProviderNumber,24,10001,47447.94329465158
ProviderNumber,27,10001,empty
ProviderNumber,30,10001,46973.68113116973
ProviderNumber,31,10001,empty
ProviderNumber,35,10001,empty
ProviderNumber,37,10001,empty
ProviderNumber,39,10001,empty
ProviderNumber,41,10001,empty
ProviderNumber,44,10001,empty
ProviderNumber,48,10005,empty
ProviderNumber,54,10005,empty
ProviderNumber,62,10005,38935.46822498176
ProviderNumber,63,10005,40668.50905176136
ProviderNumber,64,10005,empty
ProviderNumber,65,10005,33124.833114507936
ProviderNumber,67,10005,empty
ProviderNumber,68,10005,49551.63837692998
ProviderNumber,70,10006,empty
ProviderNumber,72,10006,empty
ProviderNumber,79,10006,58807.74402837797
ProviderNumber,81,10006,empty
ProviderNumber,86,10006,empty
ProviderNumber,87,10006,38966.517967176085
ProviderNumber,88,10006,46889.52136655836
ProviderNumber,89,10006,49827.98134508241
ProviderNumber,95,10007,empty
ProviderNumber,99,10007,empty
ProviderNumber,101,10007,empty
ProviderNumber,102,10007,empty
ProviderNumber,106,10007,empty
ProviderNumber,107,10007,empty
ProviderNumber,111,10007,50569.78772177976
ProviderNumber,115,10007,empty
ProviderNumber,119,10007,48613.27906571217
ProviderNumber,125,10008,39483.692701836226
ProviderNumber,126,10008,empty
ProviderNumber,127,10008,41416.531359527085
ProviderNumber,128,10008,empty
ProviderNumber,131,10008,empty
ProviderNumber,132,10008,53272.39836622442
ProviderNumber,133,10008,48264.75030700961
ProviderNumber,134,10008,empty
ProviderNumber,136,10008,empty
ProviderNumber,137,10008,45468.533601065545
ProviderNumber,141,10008,empty
ProviderNumber,151,10009,37515.45927548685
ProviderNumber,153,10009,empty
ProviderNumber,155,10009,empty
ProviderNumber,157,10009,empty
ProviderNumber,158,10009,45185.96528915109
ProviderNumber,165,10009,empty
ProviderNumber,166,10009,38136.56289103099
ProviderNumber,169,10009,empty
ProviderNumber,173,10010,empty
ProviderNumber,183,10010,empty
ProviderNumber,186,10010,empty
ProviderNumber,190,10010,empty
ProviderNumber,191,10010,40274.0228035737
ProviderNumber,192,10010,empty
ProviderNumber,198,10011,49195.13931817529
ProviderNumber,208,10011,33013.36262667647
ProviderNumber,211,10011,42194.493859236405
ProviderNumber,214,10011,42888.38365517377
ProviderNumber,219,10011,empty
ProviderNumber,220,10012,empty
ProviderNumber,222,10012,empty
ProviderNumber,242,10012,empty
ProviderNumber,245,10015,empty
ProviderNumber,246,10015,empty
ProviderNumber,250,10015,57386.00221488229
ProviderNumber,262,10015,empty
ProviderNumber,264,10015,empty
ProviderNumber,275,10016,58918.63575248943
ProviderNumber,278,10016,50923.02530401866
ProviderNumber,285,10016,empty
ProviderNumber,293,10016,empty
ProviderNumber,306,10018,55088.794064432426
ProviderNumber,309,10018,40461.249479665006
ProviderNumber,315,10038,empty
ProviderNumber,318,10038,empty
ProviderNumber,321,10038,empty
ProviderNumber,333,10055,empty
ProviderNumber,334,10055,48229.28975394283
ProviderNumber,336,10055,empty
ProviderNumber,346,10055,empty
ProviderNumber,348,10055,36801.134824208035
ProviderNumber,352,10056,36748.67451625726
ProviderNumber,361,10086,34657.950194877
ProviderNumber,362,10086,empty
ProviderNumber,367,10086,empty
ProviderNumber,373,10086,empty
ProviderNumber,374,10086,empty
ProviderNumber,377,10086,empty
ProviderNumber,379,10086,empty
ProviderNumber,382,10087,empty
ProviderNumber,385,10087,empty
ProviderNumber,388,10087,34425.87566608749
ProviderNumber,390,10087,empty
ProviderNumber,392,10087,60479.09630767437
ProviderNumber,394,10108,empty
ProviderNumber,397,10108,50932.919115845325
ProviderNumber,400,10108,empty
ProviderNumber,401,10108,33710.13402635335
ProviderNumber,402,10108,empty
ProviderNumber,407,10108,empty
ProviderNumber,409,10108,empty
ProviderNumber,417,10164,empty
ProviderNumber,425,10164,53072.96822073356
ProviderNumber,431,10164,36424.17163982572
ProviderNumber,432,10164,empty
ProviderNumber,436,20017,75778.96959783741
ProviderNumber,439,20017,83930.83125673674
ProviderNumber,445,20017,empty
ProviderNumber,446,20017,empty
ProviderNumber,453,10019,44223.795519440864
ProviderNumber,456,10019,50335.19231798591
ProviderNumber,457,10019,30884.319187695837
ProviderNumber,460,10019,37012.564852017254
ProviderNumber,463,10019,empty
ProviderNumber,471,10021,empty
ProviderNumber,477,10021,empty
ProviderNumber,482,10021,55489.159013804216
ProviderNumber,503,10022,54849.67672889419
ProviderNumber,508,10022,47289.793811787094
ProviderNumber,513,10022,48343.03190786314
ProviderNumber,515,10022,empty
ProviderNumber,517,10023,empty
ProviderNumber,518,10023,empty
ProviderNumber,522,10023,37360.32854229819
