Attribute,Index,Dirty Value,Clean Value
id,4,nan,169865
id,8,2967087.9419035115,729712
id,14,4417053.620746697,965082
id,15,nan,53321
id,17,2356291.9789869213,668310
id,19,1570124.4149831636,478292
id,23,2755647.7167219077,514411
id,28,4247529.0228772815,971878
id,33,3725067.261805386,954388
id,34,nan,379737
id,35,2501397.347394128,676042
id,37,nan,968125
id,38,3019951.7698788675,660168
id,40,1849662.9535307896,473026
id,46,nan,86421
id,48,2328543.978741915,530323
id,53,2675271.2101794537,659297
id,56,nan,158672
id,61,nan,474288
id,62,328637.58796564455,108424
id,63,nan,841679
id,65,nan,852927
id,68,1602828.1641464892,318931
id,75,925126.5951342202,200077
id,77,nan,715052
id,79,nan,140274
id,85,3080403.391287668,889481
id,91,1141947.0112253025,346326
id,97,nan,931323
id,108,nan,591619
id,109,nan,125072
id,113,808738.151414008,148787
id,114,nan,779281
id,115,3022788.008790313,684757
id,126,212543.18821188872,36429
id,130,nan,772616
id,131,1551483.973830201,334681
id,133,2382402.556898294,465176
id,141,nan,595469
id,151,550785.5129144123,182986
id,155,3060616.0682614036,817046
id,158,417483.0603697384,131820
id,159,3166481.1240037503,704093
id,167,nan,232775
id,168,nan,631610
id,179,119988.17276860042,22708
id,180,2634080.3764418466,704111
id,182,nan,657210
id,185,nan,929252
id,201,218115.4396308933,55412
id,203,nan,979292
id,209,nan,417782
id,211,1989503.022817613,661572
id,216,2108429.6812970447,592817
id,217,nan,169270
id,226,nan,441393
id,229,nan,581864
id,232,2310506.4719325094,504206
id,251,nan,973076
id,254,nan,417373
id,256,nan,386327
id,258,1079564.5254003406,191908
id,265,nan,967376
id,268,nan,480649
id,269,2826873.6738619744,782541
id,270,2541813.06380273,692358
id,275,2226754.5044634286,470385
id,278,3078395.6184731484,685178
id,282,4074883.879348099,737786
id,287,4015251.4408538262,671386
id,293,1822384.6322557137,392246
id,313,3837612.414865815,735083
id,315,652212.522644661,152626
id,318,nan,931361
id,321,4457411.393846336,951168
id,323,nan,674623
id,324,1164437.1082658316,226419
id,328,nan,462849
id,330,2221033.698351197,438808
id,334,161583.72513969737,49847
id,335,nan,524073
id,336,1454025.6625839905,348813
id,339,2656479.794431127,853676
id,342,nan,540850
id,344,nan,762269
id,346,nan,950233
id,350,567996.5376771062,97853
id,354,2709636.857000622,689666
id,356,1118164.581632696,231182
id,357,1133973.2384527558,232896
id,359,3891400.3315847074,704812
id,362,nan,235924
id,374,4062491.911086561,723057
id,383,2963966.077577699,757176
id,385,nan,615903
id,386,nan,169524
id,390,nan,788729
id,394,nan,605643
id,408,2764311.800375937,789057
id,423,1433826.1190296,274083
id,426,nan,592831
id,430,1089971.2483506373,217524
id,432,nan,53319
id,435,2502361.7892021295,587024
id,440,3276197.967294271,853882
id,452,nan,84905
id,460,nan,811354
id,462,2049035.711214187,485934
id,466,4110298.2220650874,873987
id,467,nan,968211
id,468,nan,299635
id,469,2959498.123109247,846319
id,472,700567.750270594,146560
id,475,3193696.6586481305,917417
id,486,2197563.3730909703,378289
id,488,2198164.769519251,467344
id,490,3771128.675979982,697880
id,494,nan,556624
id,503,nan,946112
id,504,nan,958639
id,511,3081121.558799543,915463
id,516,348281.73189235805,89897
id,525,376582.70375062694,67292
id,526,425854.6110649453,129698
id,531,1496186.516680005,351700
id,533,nan,408198
id,544,3036194.6660555336,751811
id,547,2130931.485895835,491837
id,550,96947.9193996438,26475
id,557,nan,258486
id,560,nan,828156
id,563,nan,180977
id,567,nan,107417
id,568,576259.6928985262,141282
id,573,nan,283168
id,574,276453.94080176885,52633
id,575,294825.6794817973,74821
id,579,4901390.848604549,966388
id,580,nan,919014
id,584,1661846.4199976225,423691
id,587,nan,918698
id,589,nan,862844
id,591,3183084.820714657,587683
id,606,nan,592201
id,612,nan,609245
id,613,nan,584706
id,622,2500285.005824375,646572
id,629,3950795.680196045,795170
id,633,4183709.837210477,868618
id,634,nan,503451
id,635,541601.040128545,113363
id,638,2401078.5626266315,786108
id,643,5078162.516896015,847600
id,647,nan,690793
id,650,5567518.409610254,935189
id,658,739126.9299776116,129552
id,659,2638667.5612624176,526825
id,660,238373.46354225388,56464
id,665,2249902.095690502,541739
id,667,nan,954980
id,674,715336.6688609,164085
id,675,nan,619668
id,682,2600650.911396506,811629
id,685,241470.08095041412,54163
id,687,1121694.7114291494,293974
id,691,nan,160820
id,701,965617.4690133675,187769
id,703,nan,770589
id,706,nan,589465
id,708,nan,107924
id,710,1244795.3427953287,265969
id,712,1636265.9527370569,446026
id,714,1943673.546669714,558766
id,715,1786447.9732114575,428909
id,719,nan,820059
id,727,2371540.3352910867,453909
id,737,nan,696985
id,740,4425716.17911321,875781
id,741,971987.546328377,322953
id,743,740385.1611855207,180588
id,748,nan,463556
id,749,nan,749844
id,752,951279.559875386,292018
id,761,4264308.318544566,856471
id,772,1751930.1481252937,572343
id,775,3723118.3739433545,718292
id,777,nan,307302
id,778,nan,217418
id,787,nan,724055
id,788,275308.33462842985,63738
id,790,nan,97795
id,795,1589058.1826671811,379577
id,799,3434494.5622812444,892609
id,803,2611417.8660507067,495319
id,805,nan,252118
id,809,3149983.7368641947,645061
id,810,511190.3385483412,164721
id,815,nan,775428
id,816,1698793.555539598,497593
id,818,2481770.3800992537,424254
id,822,3441843.183642748,743819
id,823,827935.0718269638,193292
id,832,nan,635082
id,833,1738376.8986095723,446599
id,834,nan,376525
id,836,nan,153797
id,837,2681419.62309451,470179
id,838,47991.464723576566,9325
id,839,1043072.566645288,294719
id,844,2508160.366681057,503354
id,846,4136737.4373582248,820549
id,851,3166402.1082643755,627882
id,852,nan,264151
id,854,44773.83848688897,12554
id,859,851282.5590331046,272721
id,870,nan,149836
id,877,606150.9527843508,131606
id,884,2559394.397782616,503159
id,889,nan,673307
id,896,nan,535901
id,897,51743.74081337358,15325
id,902,1809693.9524495604,309274
id,905,nan,21599
id,910,475490.3144268728,82540
id,911,nan,776189
id,916,nan,164517
id,921,nan,109595
id,931,nan,513503
id,937,nan,960478
id,945,617617.4293097856,168157
id,946,497349.7413154165,97775
id,948,1876656.360382906,449419
id,949,2211540.864491596,456934
id,950,nan,134738
id,955,1479180.813757728,272806
id,956,nan,773090
id,957,2272047.58197023,500618
id,960,nan,383183
id,964,nan,961006
id,980,nan,84783
id,989,1258513.5195005634,260738
id,990,nan,979155
id,995,nan,255382
id,999,nan,968815
article_title,1,Late rep@@air of injuries of the anal sphincter,Late repair of injuries of the anal sphincter
article_title,2,nan,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.
article_title,5,nan,Diagnosis and Management of Cutaneous B-cell Lymphoma.
article_title,10,A comparative evaluation of two$ head and neck immobilization devices using electronic portal imaging,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging
article_title,14,nan,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping
article_title,18,Multisystemic Therapy for social emotio??nal and behavioral problems in youth aged 10#-17,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17
article_title,19,Haemodynamic ischaemia in #paediatric moyamoya disease associated with renovascular hy%pertension.,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.
article_title,20,nan,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.
article_title,23,Osteoid osteoma treated by per%cutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.
article_title,26,Exa#mining waitin$g placement in hospital: utilization and the lived experience.,Examining waiting placement in hospital: utilization and the lived experience.
article_title,27,A prospective observational study of obesity bod??y composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.
article_title,29,nan,Strong stability and host specific bacterial community in faeces of ponies.
article_title,35,Prognostic value of $morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.
article_title,39,nan,Out of harm's way: curbing violence in the ED
article_title,43,nan,Multiresistance of clinically relevant gram-positive cocci
article_title,48,Strategies for partner notification for sexually% transmitted infections including HIV.,Strategies for partner notification for sexually transmitted infections including HIV.
article_title,58,Novel genetic linkage of rat Sp6 mutation# to Amelogenesis imperfecta,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta
article_title,61,nan,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.
article_title,62,Outcome of gastric bypass p%atients.,Outcome of gastric bypass patients.
article_title,65,nan,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.
article_title,69,nan,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].
article_title,72,A cognitive behavior intervention program in women with unexp%lained chest pain--a pilot study,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study
article_title,79,nan,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.
article_title,83,nan,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning
article_title,84,Adherence to fesoterodine in women with overactive bladder in routine clinica%l practice.,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.
article_title,86,On the role of pre and post-processing in enviro$nmental data mining,On the role of pre and post-processing in environmental data mining
article_title,89,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic ??Oncology. International Federation of Gynecology and Obstetrics,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics
article_title,97,Prevalence of allergic diseases in% Poland - E??CAP study,Prevalence of allergic diseases in Poland - ECAP study
article_title,103,Nasal steroids in snorers can decrease ??snoring frequency: a randomized placebo-controlled cro@@ssover trial,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial
article_title,106,nan,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.
article_title,113,Cardiac atrophy in %women follo#wing bed rest,Cardiac atrophy in women following bed rest
article_title,122,nan,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.
article_title,126,nan,[Neurological dysfunction induced by bilirrubin].
article_title,132,nan,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.
article_title,135,nan,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract)
article_title,144,Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors??,Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors
article_title,149,Studies with $the maximal histami$ne test.,Studies with the maximal histamine test.
