Attribute,Index,Dirty Value,Cleaned Value
HospitalName,3,empty,callahan eye foundation hospital
HospitalName,14,empty,helen keller memorial hospital
HospitalName,26,empty,southeast alabama medical center
HospitalName,30,empty,southeast alabama medical center
HospitalName,36,empty,southeast alabama medical center
HospitalName,41,empty,southeast alabama medical center
HospitalName,42,empty,southeast alabama medical center
HospitalName,43,empty,southeast alabama medical center
HospitalName,49,empty,marshall medical center south
HospitalName,61,empty,marshall medical center south
HospitalName,73,empty,eliza coffee memorial hospital
HospitalName,74,empty,eliza coffee memorial hospital
HospitalName,79,empty,eliza coffee memorial hospital
HospitalName,91,empty,eliza coffee memorial hospital
HospitalName,97,empty,mizell memorial hospital
HospitalName,102,empty,mizell memorial hospital
HospitalName,103,empty,mizell memorial hospital
HospitalName,105,empty,mizell memorial hospital
HospitalName,109,empty,mizell memorial hospital
HospitalName,112,empty,mizell memorial hospital
HospitalName,119,empty,mizell memorial hospital
HospitalName,124,empty,crenshaw community hospital
HospitalName,127,empty,crenshaw community hospital
HospitalName,142,empty,crenshaw community hospital
HospitalName,149,empty,hartselle medical center
HospitalName,158,empty,hartselle medical center
HospitalName,159,empty,hartselle medical center
HospitalName,166,empty,hartselle medical center
HospitalName,199,empty,st vincents east
HospitalName,209,empty,st vincents east
HospitalName,228,empty,dekalb regional medical center
HospitalName,235,empty,dekalb regional medical center
HospitalName,243,empty,dekalb regional medical center
HospitalName,246,empty,southwest alabama medical center
HospitalName,273,empty,shelby baptist medical center
HospitalName,298,empty,callahan eye foundation hospital
HospitalName,301,empty,callahan eye foundation hospital
HospitalName,314,empty,stringfellow memorial hospital
HospitalName,317,empty,stringfellow memorial hospital
HospitalName,322,empty,stringfellow memorial hospital
HospitalName,329,empty,stringfellow memorial hospital
HospitalName,330,empty,stringfellow memorial hospital
HospitalName,335,empty,flowers hospital
HospitalName,344,empty,flowers hospital
HospitalName,352,empty,st vincents hospital
HospitalName,359,empty,northwest medical center
HospitalName,362,empty,northwest medical center
HospitalName,363,empty,northwest medical center
HospitalName,376,empty,northwest medical center
HospitalName,383,empty,univ of south alabama medical center
HospitalName,387,empty,univ of south alabama medical center
HospitalName,399,empty,prattville baptist hospital
HospitalName,408,empty,prattville baptist hospital
HospitalName,410,empty,prattville baptist hospital
HospitalName,435,empty,alaska regional hospital
HospitalName,436,empty,alaska regional hospital
HospitalName,437,empty,alaska regional hospital
HospitalName,446,empty,alaska regional hospital
HospitalName,458,empty,helen keller memorial hospital
HospitalName,461,empty,helen keller memorial hospital
HospitalName,464,empty,helen keller memorial hospital
HospitalName,466,empty,helen keller memorial hospital
HospitalName,473,empty,dale medical center
HospitalName,480,empty,dale medical center
HospitalName,488,empty,dale medical center
HospitalName,505,empty,cherokee medical center
HospitalName,513,empty,cherokee medical center
HospitalName,517,empty,baptist medical center south
HospitalName,521,empty,baptist medical center south
HospitalName,528,empty,baptist medical center south
HospitalName,540,empty,baptist medical center south
HospitalName,545,empty,jackson hospital & clinic inc
HospitalName,548,empty,jackson hospital & clinic inc
HospitalName,549,empty,jackson hospital & clinic inc
HospitalName,553,empty,jackson hospital & clinic inc
HospitalName,557,empty,jackson hospital & clinic inc
HospitalName,565,empty,jackson hospital & clinic inc
HospitalName,571,empty,g h lanier memorial hospital
HospitalName,575,empty,g h lanier memorial hospital
HospitalName,583,empty,g h lanier memorial hospital
HospitalName,584,empty,g h lanier memorial hospital
HospitalName,608,empty,elba general hospital
