ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,Pub Beer,American Pale Lager,12,nan,nan,,10 Barrel Brewing Company,,nan
2,2265,Devil's Cup,American Pale Ale (APA),12,0.066,nan,177,18th Street Brewery,Gary,IN
3,9007.420288579196,Rise of the Phoenix,American IPA,57.34718767201846,0.071,nan,177,18th Street Brewery,Gary,IN
4,2263,Sinister,American Double / Imperial IPA,12,0.09,nan,177,18th Street Brewery,Gary,IN
5,2262,@@Sex an$d Candy,American IPA,70.89362248182346,0.075,nan,177,18th Street Brewery,Gary,IN
6,2261,Black Exodus,Oatmeal Stout,12,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewery,Gary,IN
8,2259,Foreman,American #Porter,12,nan,nan,177,18th Street Brewery,Gary,IN
9,2258,Ja@@de,nan,12,0.055,nan,177,18th Street Brewery,Gary,IN
10,,Cone Crusher,American Double / Imperial IPA,12,nan,nan,177,18th Street Brewery,Gary,IN
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12,0.072,nan,177,18th Street Brewery,Gary,IN
12,2098,,Saison / Farmhouse Ale,nan,0.073,nan,177,18th Street Brewery,Gary,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12,0.4055364597215268,nan,177,18th Street Brewery,Gary,IN
14,1980,Troll Destroyer,Belgian IPA,12,nan,nan,,18th Street Brewery,Gary,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12,0.061,60,177,18th Street Brewery,Gary,IN
16,,Ginja N$inja,Cider,12,0.06,nan,636.2821623759162,2 Towns Ciderhouse,Corvallis,OR
17,2170,,Cider@@,nan,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarbarian,Cider,12,nan,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,1502,BrightCider,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
20,1593,He Said Baltic-Style Porter,Baltic Porter,nan,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
21,1592,He Said Belgian-Style Tripel,Tripel,12,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
22,4311.319827836725,Lower De Boom,American Barleywine,8.4,0.099,534.7657657911142,368,21st Amendment Brewery,San Francisco,CA
23,1024,Fire#side C#hat,Winter Warmer,12,0.079,225.8440166727588,368,21st Amendment Brewery,San Francisco,CA
24,976,Marooned On Hog Island,American Stout,59.91706826828349,0.4320999634942192,nan,1303.204962415701,21st Amendment Brewery,San Francisco,CA
25,876,Bitter American,American?? Pale Ale (APA),12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
26,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
