Attribute,Index,Dirty Value,Clean Value
src,5,empty,businesstravellogue
src,8,empty,flights
src,9,empty,flightstats
src,27,empty,flightaware
src,31,@@flightview,flightview
src,35,empty,gofox
src,38,myrat??epl$an,myrateplan
src,43,t??$ravelocity,travelocity
src,44,weather????,weather
src,45,world-flight-tracke$r#,world-flight-tracker
src,49,empty,allegiantair
src,63,mco%#,mco
src,64,myrat@@eplan,myrateplan
src,66,empty,orbitz
src,118,empty,myrateplan
src,144,qui#cktr#ip,quicktrip
src,159,fly@@te$comm,flytecomm
src,174,b@@oston,boston
src,175,businesstravello??gue,businesstravellogue
src,185,empty,foxbusiness
src,186,empty,gofox
src,196,weat??her,weather
src,203,businesstrav??ellogue,businesstravellogue
src,209,fligh#tview,flightview
src,216,empty,mytripandmore
src,220,tr@@avelo%city,travelocity
src,224,empty,wunderground
src,226,air#travelcente$r,airtravelcenter
src,245,pany@@nj,panynj
src,284,empty,helloflight
src,287,myr%ateplan,myrateplan
src,295,wunderg$round,wunderground
src,322,airtra%velcent#er,airtravelcenter
src,323,alle#giant%air,allegiantair
src,331,empty,flightview
src,348,empty,wunderground
src,356,flightex@@plor$er,flightexplorer
src,359,empty,flightview
src,360,flyl%ouisv??ille,flylouisville
src,363,gofox??,gofox
src,366,orbit#z,orbitz
src,368,empty,quicktrip
src,371,world-#flight@@-tracker,world-flight-tracker
src,373,a?$?a,aa
src,375,allegia#ntair,allegiantair
src,384,empty,flylouisville
src,387,empty,gofox
src,389,empty,myrateplan
src,392,$%panynj,panynj
src,400,empty,airtravelcenter
src,422,empty,travelocity
src,438,fl@@yt$ecomm,flytecomm
src,444,m%y%tripandmore,mytripandmore
src,446,empty,panynj
src,469,mytripa#n??dmore,mytripandmore
src,471,empty,panynj
src,475,wo%r#ld-flight-tracker,world-flight-tracker
src,479,empty,allegiantair
src,482,flightarri??val,flightarrival
src,483,empty,flightaware
src,484,flightexp@@lo??rer,flightexplorer
src,510,empty,flights
src,511,empty,flightstats
src,513,flylouisvil@@le,flylouisville
src,524,weath??er,weather
src,528,empty,airtravelcenter
src,532,empty,flightarrival
src,534,empty,flights
src,536,empty,flightview
src,537,flyl%ouisville,flylouisville
src,542,ifl#y,ifly
src,543,myrateplan??,myrateplan
src,546,panyn??j,panynj
src,550,wundergrou%nd,wunderground
src,551,empty,aa
src,565,??gofox%,gofox
src,566,hel$loflight,helloflight
src,579,airtravelc%enter,airtravelcenter
src,580,al#legiantair,allegiantair
src,593,empty,ifly
src,600,us#atod#ay,usatoday
src,602,empty,world-flight-tracker
src,604,empty,aa
src,606,$allegi#antair,allegiantair
src,608,businesstravellogu%e,businesstravellogue
src,611,empty,flights
src,625,empty,panynj
src,637,fli#ghtaware,flightaware
src,639,fligh#ts,flights
src,641,f@@lightview,flightview
src,659,a$??a,aa
src,660,airtravelcent??er,airtravelcenter
src,662,bosto#n,boston
src,669,fli#ghtview,flightview
src,671,fl%ylouisv@@ille,flylouisville
src,685,empty,wunderground
src,692,fl@@ightawar??e,flightaware
src,697,fly$louisville$,flylouisville
src,698,fly%te$comm,flytecomm
src,702,i$fl%y,ifly
src,704,empty,mytripandmore
src,715,bo%ston,boston
src,728,empty,ifly
src,734,quick$t??rip,quicktrip
src,738,wun#derground??,wunderground
src,745,flig%$htaware,flightaware
src,747,flig??hts,flights
src,753,foxbusiness%,foxbusiness
src,774,flig@@htstats@@,flightstats
src,779,g%ofox#,gofox
src,781,empty,ifly
src,788,empty,travelocity
src,792,a??a,aa
src,825,fl%ightstats#,flightstats
src,827,empty,flylouisville
src,832,empty,mco
src,841,wo#rld-flight-tra$cker,world-flight-tracker
src,844,airtravel@@cente$r,airtravelcenter
src,850,fligh$tvie@@w,flightview
src,857,myratep@@lan,myrateplan
src,862,empty,quicktrip
src,866,airtravelce@@nter,airtravelcenter
src,869,bu$si%nesstravellogue,businesstravellogue
src,883,empty,ord
src,902,empty,flytecomm
src,905,helloflight#,helloflight
src,907,my$trip??andmore,mytripandmore
src,909,p%anynj,panynj
src,914,empty,world-flight-tracker
src,930,foxbusine@@ss,foxbusiness
src,932,helloflight#,helloflight
src,940,usatoda#y,usatoday
src,943,wu$nderground,wunderground
src,948,empty,businesstravellogue
src,951,fli@@ghtexplorer,flightexplorer
src,955,fl#ylouisvi@@lle,flylouisville
src,965,qui$cktrip,quicktrip
src,978,empty,flights
src,981,empty,flightwise
src,986,empty,helloflight
src,989,empty,ord
src,995,airtr#avelcenter,airtravelcenter
src,1001,empty,flights
src,1013,empty,panynj
src,1014,empty,quicktrip
src,1023,@@flightaware,flightaware
src,1027,empty,flightview
src,1037,empty,phl
src,1043,aa%,aa
src,1049,flight??aware,flightaware
src,1061,myt@@ripandmore,mytripandmore
src,1071,airtravelce$n$ter,airtravelcenter
src,1074,empty,businesstravellogue
src,1075,empty,dfw
src,1078,??flight??s,flights
src,1088,??or??bitz,orbitz
src,1093,empty,weather
src,1096,a%a,aa
src,1099,bos%%ton,boston
src,1102,%flights,flights
src,1120,empty,airtravelcenter
src,1122,empty,boston
src,1124,empty,flightarrival
src,1127,flig@@hts@@,flights
src,1136,ifly??,ifly
src,1142,??@@sfo,sfo
src,1153,fli??ghtarriv#al,flightarrival
src,1155,flightexplo#rer,flightexplorer
src,1157,fl??ightstats@@,flightstats
src,1162,go??f??ox,gofox
src,1169,empty,quicktrip
src,1173,w@@underg$round,wunderground
src,1177,boston#,boston
src,1178,b??usiness??travellogue,businesstravellogue
src,1180,f??lightexplorer,flightexplorer
src,1181,fligh??ts,flights
src,1197,empty,weather
src,1201,air%travelcenter,airtravelcenter
src,1207,flights@@$,flights
src,1243,#panynj,panynj
src,1246,us??at@@oday,usatoday
src,1250,empty,aa
src,1255,empty,flightarrival
src,1264,go@@fox,gofox
src,1272,empty,usatoday
src,1275,empty,wunderground
src,1282,fl@@ightaware,flightaware
src,1288,@@flytecom%m,flytecomm
src,1315,??quicktrip@@,quicktrip
src,1318,CO??#,CO
src,1321,boston#,boston
src,1325,empty,flightstats
src,1328,flyteco%mm,flytecomm
src,1338,empty,weather
src,1345,flig$htaware,flightaware
src,1353,#g??ofox,gofox
src,1360,empty,travelocity
src,1372,fl#ightview,flightview
src,1377,hellofl$i$ght,helloflight
src,1386,empty,weather
src,1390,empty,boston
src,1399,f#oxbusiness??,foxbusiness
src,1400,empty,gofox
src,1401,h$ello#flight,helloflight
src,1402,myratep#lan,myrateplan
src,1404,%panynj,panynj
src,1408,CO#$,CO
src,1410,allegian$tai#r,allegiantair
src,1419,empty,flytecomm
src,1430,empty,wunderground
src,1432,airtravelcen$t$er,airtravelcenter
src,1448,empty,panynj
src,1479,empty,flightarrival
src,1482,empty,flightstats
src,1487,empty,foxbusiness
src,1506,f%light@@s,flights
src,1509,flylouisvi%ll@@e,flylouisville
src,1513,helloflig@@ht,helloflight
src,1514,@@myratep%lan,myrateplan
src,1515,empty,orbitz
src,1517,empty,quicktrip
src,1525,empty,boston
src,1535,empty,gofox
src,1539,empty,orbitz
src,1548,fl#%ightarrival,flightarrival
src,1552,#flightsta@@ts,flightstats
src,1554,empty,flylouisville
src,1556,foxbusine@@ss,foxbusiness
src,1572,empty,flightstats
src,1574,flyl@@ouisvil$le,flylouisville
src,1582,pa??nynj??,panynj
src,1583,quicktr??ip,quicktrip
src,1586,empty,CO
src,1621,myra#teplan,myrateplan
src,1624,empty,quicktrip
src,1636,f#??lytecomm,flytecomm
src,1638,$#gofox,gofox
src,1642,orb%itz@@,orbitz
src,1646,weat%her,weather
src,1655,fli#g@@htview,flightview
src,1656,#flightwise,flightwise
src,1667,#wundergr$ound,wunderground
src,1669,airtra$velcente@@r,airtravelcenter
src,1670,al??@@legiantair,allegiantair
src,1685,empty,quicktrip
src,1690,empty,boston
src,1692,flightarr#ival,flightarrival
src,1704,u%sato#day,usatoday
src,1716,??gof#ox,gofox
src,1725,empty,weather
src,1733,fligh@@ts,flights
src,1735,??%flightview,flightview
src,1739,empty,gofox
src,1742,@@myratep??lan,myrateplan
src,1745,pany@@nj$,panynj
src,1754,a@@llegi#antair,allegiantair
src,1757,flightexpl??orer??,flightexplorer
src,1765,hello@@flig@@ht,helloflight
src,1769,p$anynj$,panynj
src,1771,ua#,ua
src,1778,empty,flights
src,1780,empty,flightview
src,1788,@@orbitz,orbitz
src,1789,empty,panynj
src,1791,travelocit$y,travelocity
src,1801,flights??,flights
src,1803,empty,flightview
src,1821,air@@tra@@velcenter,airtravelcenter
src,1825,empty,flightarrival
src,1848,f#light%view,flightview
src,1862,ai%rtravel#center,airtravelcenter
src,1865,businesstravell#ogue,businesstravellogue
src,1870,f@@lyloui??sville,flylouisville
src,1875,myra%%teplan,myrateplan
src,1888,businesstravell@@ogue,businesstravellogue
src,1893,fly%teco$mm,flytecomm
src,1900,empty,panynj
src,1912,fli$gh$ts,flights
src,1922,orb$itz,orbitz
src,1924,quickt%r$ip,quicktrip
src,1929,wund$erground,wunderground
src,1930,empty,airtravelcenter
src,1932,bo@@ston,boston
src,1933,empty,businesstravellogue
src,1946,pa#nynj,panynj
src,1952,wor%ld-fli%ght-tracker,world-flight-tracker
src,1964,f$lytecomm,flytecomm
src,1969,empty,mytripandmore
src,1978,wun@@dergr#ound,wunderground
src,1980,empty,allegiantair
src,1986,f%lightview,flightview
src,2015,h??el#loflight,helloflight
src,2019,p%h@@l,phl
src,2021,travelo#ci@@ty,travelocity
src,2022,#ua,ua
src,2031,f#lightview,flightview
src,2032,flylou$isville,flylouisville
src,2036,h?#?elloflight,helloflight
src,2038,or%bitz#,orbitz
src,2041,trave%locity,travelocity
src,2051,flightvie$w??,flightview
src,2056,helloflig??ht,helloflight
src,2059,empty,orbitz
src,2060,empty,panynj
src,2064,empty,weather
src,2066,$allegian$tair,allegiantair
src,2069,empty,flightarrival
src,2075,empty,flylouisville
src,2079,h@@elloflight$,helloflight
src,2091,empty,flightaware
src,2098,foxbusi??nes%s,foxbusiness
src,2113,busines@@stravell@@ogue,businesstravellogue
src,2117,empty,flights
src,2119,flightvie$w,flightview
src,2126,ifly#%,ifly
src,2130,empty,panynj
src,2133,empty,ua
src,2136,wu$nderground,wunderground
src,2144,flig@@htview,flightview
src,2171,gof??$ox,gofox
src,2182,empty,airtravelcenter
src,2183,allegianta#ir,allegiantair
src,2187,fligh#ts,flights
src,2194,my%ra%teplan,myrateplan
src,2196,empty,orbitz
src,2202,empty,boston
src,2206,flig$htview,flightview
src,2209,empty,foxbusiness
src,2210,$go%fox,gofox
src,2211,empty,helloflight
src,2225,empty,flightexplorer
src,2237,travel$ocity$,travelocity
src,2245,empty,flightarrival
src,2246,flightaw%a@@re,flightaware
src,2248,empty,flights
src,2249,flightsta$ts,flightstats
src,2271,allegianta#@@ir,allegiantair
src,2283,gofox#,gofox
src,2294,empty,airtravelcenter
src,2304,go@@fo@@x,gofox
src,2315,airtrav@@elcen@@ter,airtravelcenter
src,2316,empty,allegiantair
src,2341,fl??ig??hts,flights
src,2372,o$rd,ord
flight,4,empty,AA-1007-MIA-PHX
flight,11,empty,AA-1007-MIA-PHX
flight,14,empty,AA-1007-MIA-PHX
flight,32,AA-1165-JF#K-MI%A,AA-1165-JFK-MIA
flight,45,empty,AA-1165-JFK-MIA
flight,51,empty,AA-1221-MCO-ORD
flight,52,empty,AA-1221-MCO-ORD
flight,54,AA@@-12#21-MCO-ORD,AA-1221-MCO-ORD
flight,69,empty,AA-1221-MCO-ORD
flight,71,AA#-1221-MCO-O%RD,AA-1221-MCO-ORD
flight,85,AA-127@@$9-DFW-PHX,AA-1279-DFW-PHX
flight,93,AA-1279-DFW-P#HX%,AA-1279-DFW-PHX
flight,145,AA-1522-SF$O-ORD$,AA-1522-SFO-ORD
flight,146,AA-%1522-SF%O-ORD,AA-1522-SFO-ORD
flight,153,empty,AA-1544-SAN-ORD
flight,181,empty,AA-1640-MIA-MCO
flight,189,AA-1640-MI@@A-MCO,AA-1640-MIA-MCO
flight,190,empty,AA-1640-MIA-MCO
flight,199,AA-166$4-MIA@@-ATL,AA-1664-MIA-ATL
flight,207,AA-16??64-MIA-ATL,AA-1664-MIA-ATL
flight,233,AA-1733-ORD-PH%X,AA-1733-ORD-PHX
flight,241,empty,AA-1733-ORD-PHX
flight,250,@@AA-1733-O@@RD-PHX,AA-1733-ORD-PHX
