Attribute,Index,Clean Value,Dirty Value
src,3,allegiantair,alleg%iantair@@
src,39,mytripandmore,mytripandm%ore
src,51,businesstravellogue,b@@usi@@nesstravellogue
src,60,foxbusiness,foxbusin#ess
src,83,flightexplorer,??flightexplorer??
src,87,flylouisville,flylo@@u@@isville
src,100,aa,%a$a
src,113,foxbusiness,foxbu??si$ness
src,139,helloflight,hellofl@@ight
src,155,flightexplorer,fl#ightexplo??rer
src,171,aa,#aa
src,234,flightview,fl#igh$tview
src,246,quicktrip,quicktr@@%ip
src,323,allegiantair,allegianta%ir#
src,350,airtravelcenter,airtrave??lcenter
src,356,flightexplorer,flightexp#lorer
src,379,flightaware,flightawar??e
src,424,world-flight-tracker,world-flight-tracker$
src,429,boston,b$os??ton
src,461,flightstats,flig#h$tstats
src,524,weather,we#ather
src,551,aa,a??a
src,576,world-flight-tracker,world-flight-tra$cker
src,579,airtravelcenter,airt@@$ravelcenter
src,586,flightstats,%f%lightstats
src,606,allegiantair,a%llegiantair
src,617,foxbusiness,f%oxb#usiness
src,631,wunderground,wunder%ground
src,715,boston,bo$ston
src,724,flytecomm,flyte#co@@mm
src,727,helloflight,helloflig#ht
src,771,flightaware,fligh#tawa#re
src,779,gofox,g??of??ox
src,837,quicktrip,quickt@@rip
src,856,ifly,@@ifly
src,872,flightexplorer,flightexplor$er
src,877,flytecomm,flyt??e%comm
src,931,gofox,gofo#x
src,980,flightview,fli#ghtview@@
src,1021,businesstravellogue,businesstravell@@ogue
src,1062,orbitz,orbi??#tz
src,1080,flightview,f#lig#htview
src,1087,myrateplan,my??ratepla#n
src,1098,allegiantair,a%llegiantair$
src,1107,foxbusiness,fo%xbusiness
src,1139,orbitz,orb@@it%z
src,1151,boston,#boston#
src,1167,orbitz,%orbi#tz
src,1175,airtravelcenter,airtrave$lcenter??
src,1215,mytripandmore,mytr??ipandmore
src,1239,ifly,ifl$y
src,1259,flightview,flig%htview
src,1294,orbitz,orbi??tz??
src,1353,gofox,gofox#
src,1395,flightstats,#flightstat%s
src,1424,myrateplan,myra$teplan
src,1435,businesstravellogue,@@businesstravellogue
src,1457,flightarrival,flighta$rrival
src,1458,flightexplorer,flighte$@@xplorer
src,1485,flylouisville,f??lylo$uisville
src,1492,orbitz,orbitz#
src,1497,weather,#weathe??r
src,1507,flightstats,flightsta%ts
src,1539,orbitz,$orbitz
src,1552,flightstats,fligh@#@tstats
src,1600,helloflight,helloflig??ht
src,1723,travelocity,trav??elocity$
src,1770,quicktrip,quic$ktrip
src,1785,helloflight,h@#@elloflight
src,1790,quicktrip,quicktr$ip
src,1798,flightarrival,fli#ghtarrival
src,1806,foxbusiness,fox@@b??usiness
src,1814,sfo,??s%fo
src,1824,businesstravellogue,businesstravellog??ue%
src,1877,orbitz,$@@orbitz
src,1902,travelocity,travelocit%y
src,1919,helloflight,he@@llofli@@ght
src,1966,gofox,gofo@@x%
src,1987,flylouisville,flylouis@@ville
src,2002,airtravelcenter,airtr??avelcente%r
src,2032,flylouisville,f$lylouis%ville
src,2044,weather,@@$weather
src,2088,boston,bost#on
src,2100,helloflight,hell%oflight
src,2135,weather,%weathe@@r
src,2143,flightstats,%flightst@@ats
src,2146,flytecomm,@@fl??ytecomm
src,2160,allegiantair,allegi@@anta@@ir
src,2178,travelocity,t%ra%velocity
src,2179,ua,??ua
src,2184,boston,$bost??on
src,2186,flightexplorer,fli$ghtexplo??rer
src,2190,flytecomm,f#lytecom#m
src,2201,allegiantair,al$legianta%ir
src,2214,orbitz,o??%rbitz
src,2222,boston,#boston@@
src,2254,foxbusiness,foxbu@@%siness
src,2255,gofox,gofo$x
src,2267,weather,@@weat#her
src,2269,wunderground,wundergro??und
src,2294,airtravelcenter,airtravelce#nter
src,2296,boston,??boston
src,2302,flytecomm,flyt$ecomm
src,2304,gofox,gof$@@ox
flight,9,AA-1007-MIA-PHX,AA-1??007-MIA-PHX
flight,52,AA-1221-MCO-ORD,AA-1221-M??CO-ORD
flight,54,AA-1221-MCO-ORD,AA-1221-MCO-O%RD
flight,66,AA-1221-MCO-ORD,AA-#1221-MCO??-ORD
flight,67,AA-1221-MCO-ORD,AA-1$221-MCO-ORD
flight,102,AA-1434-DFW-MCO,AA-1434-D%FW-MCO
flight,104,AA-1434-DFW-MCO,AA-1434-DF@@W??-MCO
flight,113,AA-1434-DFW-MCO,AA-1434-DFW-@@MCO
flight,132,AA-1522-SFO-ORD,AA-1522-%SFO-ORD
flight,153,AA-1544-SAN-ORD,AA-1544-SAN-%ORD
flight,164,AA-1544-SAN-ORD,AA-15#44-#SAN-ORD
flight,170,AA-1544-SAN-ORD,AA-1544-SA%N-ORD
flight,181,AA-1640-MIA-MCO,AA-1640-MIA-MCO%#
flight,251,AA-1733-ORD-PHX,AA-17%3%3-ORD-PHX
flight,276,AA-1917-JFK-MCO,%AA-19??17-JFK-MCO
flight,290,AA-1917-JFK-MCO,AA-1917-JFK-@@MCO
flight,313,AA-204-LAX-MCO,AA-204@@-LAX-MCO
flight,371,AA-222-LAX-BOS,AA-222-L$AX-BOS
flight,372,AA-222-LAX-BOS,AA@@-2%22-LAX-BOS
flight,378,AA-2268-PHX-ORD,AA#-2268-PH%X-ORD
flight,426,AA-2525-DFW-MIA,AA-2525-DFW-MI??A
flight,442,AA-2525-DFW-MIA,AA-2525-DFW-MIA@@
flight,449,AA-2525-DFW-MIA,AA-2525-DFW-@@MIA
flight,457,AA-271-MIA-LAX,AA-#271-MIA-L??AX
flight,468,AA-271-MIA-LAX,AA-271@@-MIA@@-LAX
flight,475,AA-271-MIA-LAX,AA-%271-MIA-LAX
flight,477,AA-2957-DFW-CVG,AA-2957-DFW$-CVG
flight,482,AA-2957-DFW-CVG,AA-2957-DFW$-CVG
flight,489,AA-2957-DFW-CVG,AA-$29@@57-DFW-CVG
flight,522,AA-3-JFK-LAX,AA-3-JF#K-LAX
flight,534,AA-3063-SLC-LAX,AA-3063-$SLC-LAX
flight,550,AA-3063-SLC-LAX,AA-3063-SLC-LA??X
flight,598,AA-3756-ORD-SLC,A%A-37$56-ORD-SLC
flight,617,AA-3786-IAH-ORD,AA-37#86-I#AH-ORD
flight,656,AA-3804-PHL-ORD,AA-3804-P#HL-OR$D
